index,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
2715,Muscle Shoals,AL,Florence,Colbert,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182400,189900,186200,194400,179900,168450,167400,179900,179900,179900,179900,179900,189000,189900,189900,189900,189900,185000,189900,194900,194900,219450,229000,219450,203700,198900,194500,189900,184900,199900,215000,221950,214900,199900,195900,198750,199900,189900,179900,175000,169900,179450,185950,184500,189900,189900,189900,189900,189900,195400,191900,200000,199700,206482.5,219900,239900,239900,227400,219450,219900,199999
2716,Concord,MO,St. Louis,Saint Louis,2717,189900,199900,189900,188900,189900,189900,199900,192900,181500,179900,182400,178900,175000,175000,178900,174900,174900,169900,169900,169900,169500,167900,169900,169900,169900,169900,170900,179900,179950,169900,171900,169900,164900,168900,179950,196450,170419.5,185950,179900,183450,179900,180000,189900,195000,196200,182200,185000,199900,184500,179450,169900,165000,184900,190000,183900,179900,179900,179450,178575,179237.5,175000,182450,199900,190000,198900,197700,199900,193450,191750,189900,189900,189900,184999.5,188000,210000,208800,214900,215000,213400,204900,200669,200000,199900,207750,192950,204900,210000,211950,219450,218750,215000,229000,210950
2717,Hercules,CA,San Francisco,Contra Costa,2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474000,530000,508000,509000,519999,519000,547500,529900,507425,530000,470000,425000,415000,450000,479000,485000,485000,499000,504943.5,550000
2718,Cortlandt Manor,NY,New York,Westchester,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359950,371000,359900,379900,379900,399000,399450,389000,377000,397000,397000,399900,395000,385000,395000,399900,399000,417000,425000,438750,425000,399900,410000,399999.5,399700,394500,425000,427500,425000,414500,399999,399000,399999.5,397000,450000,460000,495000,485000,399000,399900,399900,399450,404950,445000,445000,420000,412500,389900,399000,399500,409500,410000,444500,472500,489500,489450,465000,465000
2719,Lathrop,CA,Stockton,San Joaquin,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282475,289000,289500,299900,297450,291975,315000,317950,315000,289950,289900,286500,305000,315000,319975,319000,316750,315000,318500,314999.5,321500,318000,334900,327500,326975,330000,329000,349500,357000,368500,369000,362500,360000,349950,355000,352500,365000,369000,374900,389000,389000,385000,399250,399725,399000
2720,Holmdel,NJ,New York,Monmouth,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666500,684000,644000,629000,689900,689450,699900,684900,718900,749000,735000,694500,689500,699000,749250,729000,727000,732000,750000,750000,779815,782407.5,777357.5,777357.5,762450,769000,769450,649500,699000,712500,749900,799000,754500,749000,749000,712900,707450,719750,684995,716750,709500,749900,777000,789995,789995,790645,792390,780645,777450,795390,799450,829000,825000,812995,839000,829000,819900,836997.5
2721,Ocean Acres,NJ,New York,Ocean,2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229900,229900,235000,236000,235000,234900,230000,230000,229900,229450,229900,229000,229900,230450,231950,229949.5,235000,239900,229900,230950,222450,225000,225000,229000,229000,235000,234900,229000,235000,232400,234000,225000,223400,225000,219900,227000,229000,230000,234900,229900,229450,229900,222449.5,225000,224999.5,225000,228450,235000,239900,239900,239900,244950,242950,249000,244900
2722,Temperance,MI,Monroe,Monroe,2723,141900,138400,129900,129900,129900,129900,129900,138500,142000,140950,140950,139900,139900,139900,139900,137400,134900,139900,139900,134700,129950,129900,119900,115400,115400,105050,119900,119900,122900,124900,124900,119900,119900,119900,129900,121250,123700,128900,124900,129900,142400,147500,147500,134900,134900,149900,134900,134900,127900,129900,135000,139900,159000,159250,164900,159900,159900,159900,152900,149900,159900,164900,169900,167400,159900,164900,159900,159900,159900,154900,153900,149900,148900,149900,156400,159200,169900,169900,169900,169900,169900,169900,169450,167750,162450,159900,179900,183900,186800,187400,189900,188000,199900
2723,Town of Geneva,NY,Rochester,Ontario,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97500,89900,89900,89900,94950,90200,88700,89900,89900,94500,89900,97400,96700,99900,103000,104900,110950,99999
2724,Fairmont,WV,Fairmont,Marion,2725,94000,97500,95950,97000,90000,90000,89950,92500,98750,99949.5,99900,108700,102000,100999.5,105000,109900,109900,114000,115000,115000,115000,109900,109900,106500,106000,108000,110000,111900,100975,110950,110000,109900,107000,99900,99850,100000,104950,106900,110000,109900,109900,109945,111950,115000,109850,109000,109900,99450,98750,99800,106900,115000,120000,117450,116449.5,118450,115000,119250,119900,118000,120000,119900,115000,110450,119900,122500,119900,114950,115000,119900,124900,125700,119900,120000,124900,120000,125000,125000,123400,125000,119500,123950,129900,129900,122400,124900,109500,117250,119900,122400,119900,132000,129900
2725,Murphy,NC,,Cherokee,2726,194800,194500,189700,189000,181500,179900,179900,175000,169900,169900,169500,164900,159900,157500,159000,159000,159500,156500,158900,149900,149900,149800,149000,138950,149850,149000,149900,154900,149900,149900,149900,155000,149900,149900,149900,154900,159000,149999,154900,154900,159900,159900,159900,159000,159900,159800,163000,159900,159900,159900,159800,159900,159000,159800,159000,163000,159900,159900,159900,159900,167000,162500,162000,165000,169000,174899.5,161000,164900,167000,159900,159900,159900,159900,159900,160000,163700,165000,167300,165000,165000,159900,159900,161450,160000,165000,167500,169900,169900,174900,177500,179900,178700,179900
2726,Atmore,AL,,Escambia,2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,119900,119450,119900,119900,111700,116700,113500,111700,129900,129900,129900,129900,129900,122200,119000,121400,112500,110000,110000,112000,117000,109950,111000,109450,99450,99900,97500,109000,109000,109000,109900,114500,114500,111900,109000,109000,119900,119900,116450,122450,119450,124900,119900,131950,129000,129000,129000,124900,122400,122400,119900,118000,117450,126500,128500,128500,124900,119827,129900,128950,143450,137450,129900,128000
2727,Saint Michael,MN,Minneapolis-St Paul,Wright,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,263900,254900,264900,264900,275950,264900,309900,317450,315000,319900,304500,318450,294000,288250,289900,302900,305000,300900,299900,289915,304900,295000,309900,309900,305000,314950,326900,324950,325000,336990,339900
2728,Rogersville,TN,Kingsport,Hawkins,2729,,,,,,,,129000,139500,135000,121950,121900,121900,100292.5,112000,125000,129000,129900,125000,134900,129450,114750,113500,106449,105900,101400,109900,109900,99850,99900,109900,119500,114950,119900,128000,119900,119900,119900,113400,114900,124500,119900,124950,119900,121950,119900,119900,119900,119900,115000,115000,118162.5,115000,118000,116500,123250,119900,115000,119500,119900,119850,114950,110450,110000,117500,114950,118250,123450,128450,124900,125000,129000,132449.5,138500,129900,134900,139000,139900,138000,135000,139000,141500,139900,132250,130000,147500,149900,159900,158400,149900,159000,159000,155500
2729,Denville,NJ,New York,Morris,2730,391250,399900,399900,389900,367900,379000,374900,365000,349900,349900,349900,349500,349900,349250,349000,353900,359300,359700,369450,349900,349900,359450,359000,349000,369000,357000,368500,375000,369900,350000,350000,349000,339000,334950,354500,349450,350000,350000,365000,359900,389390,399900,404500,400000,389900,389390,389900,389450,389900,424950,397000,399900,399000,425000,407500,389900,409900,399999.5,409000,423950,416000,404499.5,413000,413000,399000,397450,389900,385000,399000,399700,406440,425000,389000,399900,399900,415000,429900,439450,439450,450000,449450,469000,459450,423900,421450,439900,444950,476000,450000,449000,425000,399900,389900
2730,Cortland,OH,Youngstown,Trumbull,2731,130000,121950,119900,116950,113400,108000,109900,111450,119900,112500,109450,108000,109900,108888,114900,109900,111200,104900,99900,99900,99900,99100,98700,97900,105000,103900,94500,94500,88500,95000,91250,89000,93500,87000,98500,94400,96500,103000,110000,121200,124900,119000,117950,119000,115950,116900,109950,105000,103900,106950,109900,107900,117500,124900,120500,124500,125000,124950,120000,119250,114500,105750,114500,114500,127000,125700,131250,130000,123900,122900,119000,122400,121900,125700,124900,127200,127400,125350,124900,122450,122450,126700,125900,125000,126900,125000,125000,127900,132000,132000,134500,134500,133250
2731,Athens,TX,Athens,Henderson,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217700,219500,215250,194500,199000,199500,225000,221450,224900,215000,209900,223000,209900,212200,223750,219200,225000,239000,225000,217100,209000,210000,219200,225000,230000,240000,240000,249500,239950,240000
2732,Sedona,AZ,Prescott,Yavapai,2733,460000,450000,446450,449000,447900,439000,429000,399900,409900,429900,414750,410500,399000,387000,395000,389000,390500,409500,398750,398500,386000,379900,369900,369000,350000,360900,359950,359900,369000,350000,351000,359900,365000,379000,427000,439000,439000,426000,419900,415000,434950,437000,456900,464950,469000,469000,479500,491950,482450,485900,479000,492900,479000,493900,496000,498450,497000,499000,499000,497500,499000,519000,525000,519000,498500,519000,499900,519000,523950,529000,534950,548000,549500,572900,559000,549900,549900,548000,546500,531000,549000,546750,548500,549000,548000,543500,549000,549000,536500,549000,567450,579000,569900
2733,Artesia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529900,509950,439500,450000,480000,459900,435000,439000,433500,442000,477000,479000,489000,484450,499900,499900,500000,502500
2734,Brookfield,CT,Stamford,Fairfield,2735,397500,449000,444900,434900,437000,425000,413500,419000,424950,415000,410000,399900,399900,399900,399000,399900,394900,399950,385000,380000,379000,379000,359900,354950,349000,355000,355000,374900,410000,415000,399000,399250,399500,389000,419000,399900,399900,399450,387000,383250,379700,379000,379900,379000,389000,379900,392495,407495,372497.5,368000,399450,425000,429000,407450,399900,399900,399500,399000,399500,409900,404500,425000,399900,399900,397500,399900,425000,424800,409900,399900,379900,359000,359000,364950,399000,378500,379000,378000,399000,378900,395000,389450,389000,385000,380000,389900,389900,387999,389000,389900,379900,389900,399900
2735,Newtown,CT,Stamford,Fairfield,2736,464900,484800,484850,480250,499000,479900,475000,452250,439900,435000,430000,425000,424900,424444,425000,424444,424444,417450,400000,399900,399900,389900,389900,395000,399000,409000,424900,419000,427000,420000,415000,419000,399999,421750,424500,399900,410000,429000,434500,429900,429000,429000,439000,439000,449000,449000,449000,449000,439000,449500,459900,469900,459900,459000,459000,450000,459900,459450,450000,450000,449900,425000,450000,439900,445900,449900,444900,429450,449900,453995,453995,424000,419900,447000,451947.5,440000,448000,439000,429000,429000,429000,424900,429000,429000,399995,409000,422645,425000,425000,424900,425000,429000,437450
2736,New Cumberland,PA,Harrisburg,Cumberland,2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,174900,165500,169900,174400,169700,159990,150000,152450,159900,164900,167950,165400,164900,169990,170000,162900,161200,162700,154900,163200,164990,168250,178000,168750,171450,174450,159945,162945,169900,169947.5,169990,169495,170490,174900,179900,178700,183700,189900
2737,Jackson,MO,Cape Girardeau,Cape Girardeau,2738,160000,159900,149900,147750,149900,148250,152900,156500,158450,158900,152900,149900,149900,149900,149900,156900,151200,146500,144900,148400,153400,151400,149900,135950,131200,143500,139900,149900,154900,156900,149900,149900,149900,149900,149900,142900,144900,148000,154950,157450,160900,159900,159900,159900,161200,159900,164900,159900,159900,161400,164900,164900,164900,162000,168900,175000,177900,178900,177500,179900,177700,179900,171200,174900,169900,168450,169900,169900,174900,174700,176900,177500,186900,174900,175000,179700,180900,179900,174975,173900,175000,169900,169900,169900,174900,174900,179000,183950,189000,192400,188450,193700,199900
2738,Raymore,MO,Kansas City,Cass,2739,164000,158500,164900,164900,168950,168950,169925,169900,165000,164900,159950,160000,159450,160950,160000,168500,165000,164900,163000,159900,154975,159450,154900,154000,151000,153500,155000,157000,159950,154900,154900,145000,149900,145350,159900,159950,159900,163500,164850,162500,176000,165450,169900,174900,179900,175000,175000,175000,174950,180000,181000,199900,199450,199900,204700,206750,219000,219450,219000,209700,219950,213400,224950,224700,214950,215000,215000,215000,219925,229500,249900,228500,227950,225000,225000,249500,249500,264900,259900,251350,239900,250195,250895,259950,268000,272950,264950,279950,280000,279900,269900,275000,269900
2739,Rutherford,NJ,New York,Bergen,2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349252,359000,327450,357400,369450,386950,429950,446250,461750,431200,412500,399900,399000,399000,394450,399000,435000,449277.5,444277.5,444727.5,449900,450000,459000,479000,458500,465000,429000,424900,439000,469000,479000,479000,477000,475000,478500,479900,499900,499900,549900,499000,499000,529250,555500,563450,529500,549000,514000
2740,Hazel Park,MI,Detroit,Oakland,2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47850,47850,44900,45000,50000,50000,55000,56000,54900,50000,49900,49900,54900,49695,49900,54900,57750,60000,59950,60750,59949.5,59999,59900,59950,60000,64900,68000,69900,74365,79000,85000,87900
2741,Sunset,FL,Miami-Fort Lauderdale,Miami-Dade,2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000,299950,309000,339900,327000,349000,343500,324900,333500,339000,350000,348000,339000,345000,325000,338000,351500,335000,329950,339900,376000,388000,389500,382475,389000,389000,389000,389000,389000,389000,390000,434000,399000,397000,425000,449450,469000,450000,460000,495000,475000,512494.5,485000,475000,485000,480750,480750
2742,Lansdale,PA,Philadelphia,Montgomery,2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,225000,240000,249900,232900,225250,234900,239900,259450,259700,249994.5,242945,249990,245000,249990,244900,239750,235000,231350
2743,Union,NY,Binghamton,Broome,2744,149900,149900,149000,145700,139900,137000,134900,134900,137400,139900,139900,135000,135000,139900,145000,144950,142500,139950,138700,134900,137750,138950,132900,119950,122450,126000,124900,125950,121700,118700,112900,115950,119000,113450,125000,125000,122500,124900,124950,133950,137400,142400,144950,145000,149000,147500,147500,147500,144900,143400,150000,146700,141900,144950,144000,139900,139900,139945,135900,134900,125000,134900,139900,145000,144900,139900,139900,135900,131250,129900,130000,134950,134400,134900,135500,132900,126500,138000,135000,139900,139900,139450,129999.5,129900,119900,123000,123950,121450,128700,129900,129500,128000,128000
2744,New Milford,NJ,New York,Bergen,2745,,,,,,,,,,,,,,,,,,,,,,,,,,,359000,359000,359000,359000,359000,339000,354000,339000,389000,379000,384000,379900,379900,418000,379900,379900,385500,383000,389000,389000,367450,389000,386950,369000,379000,399900,399000,389000,379000,389000,374900,399000,399900,410000,414700,399450,399000,377999.5,399000,399000,404261,399450,399000,395000,392000,385000,394000,389000,400000,400000,397950,399000,414450,422450,399450,389000,379900,379900,379900,389900,392450,395000,399000,415000,429500,399000,399000
2745,Vancleave,MS,Gulfport,Jackson,2746,196000,199500,199500,185950,185000,184000,185950,184500,183797.5,173250,174700,169900,169900,161000,173500,188450,202450,199999,207000,199999,199949.5,199999,195000,194900,182450,169900,179950,174900,191000,193749.5,192500,202500,194999,192500,189450,180000,192000,203900,194700,212900,205950,205900,205900,196900,189000,180000,176900,175950,179900,179900,179900,184450,192000,194999,193400,209388.5,209838.5,212000,207450,199999,200000,207700,200000,194999,194999,192000,190000,199000,213000,214900,213950,205500,206100,212800,234999,225749.5,220000,234900,232400,229000,229000,218700,216562,217500,199450,209900,214900,216500,224999,222000,219950,217450,211923.5
2746,Yelm,WA,Olympia,Thurston,2746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202500,202450,198462.5,212450,211000,209990,205000,207475,211475,214400,215000,214950,210000,210000,220000,215000,205475,208900,212950,213925,205000,205450,209000,204900,210975,199975,214500,205000,210662.5,209450,209000,209900,209900,209900,209450,209900,206450,214000,216500,215000,225945,235000,242500,244950,247000,245000,249950,244950,244950,237875,249925,249975,249950,249994.5,252000,249900,254950,256000
2747,Lynn Haven,FL,Panama City,Bay,2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209900,215000,220000,210000,199900,219900,219900,212500,215000,219900,208500,196250,209000,209000,217450,215000,219900,219900,209900,214900,205000,199900,199000,214950,212500,212500,218450,220000,239000,232400,237000,239724.5,239900,244500,249900,249900,249800,247500,238900,232450,235000,243950,254900,255950,254900,250000,249500,249900,249500,250000,259000,255000,266450,259000,264000,250000,253750,244950
2748,Converse,TX,San Antonio,Bexar,2749,123200,121995,124876,123950,121115,119000,116900,119000,123484,119900,115000,114990,119000,119900,119900,119609,125000,129920,127950,126900,125000,125000,124995,125000,125000,125000,123500,118500,119900,122500,125995,128995,124900,125000,138000,143995,149995,152175,152259,151492.5,153000,155197.5,157025,157613.5,158990,159900,158200,161500,161990,164937.5,163245,169600,172990,172500,173745,175995,172500,175000,179900,179992.5,179000,181655,181995,185990,179500,178447.5,176490,176745,177000,173900,179900,183997.5,182995,174900,177990,180490,177638.5,175000,169490,169700,174970,175000,175000,177990,182750,179900,189945,190990,195000,199000,194997,193500,195995
2749,Leesburg,GA,Albany,Lee,2750,165000,163750,164500,164500,164700,168690,169900,168700,159900,157450,154900,149900,149900,147900,155000,157250,158175,157000,157000,156200,156750,155900,157000,156500,157500,154900,150795,149900,149900,147450,148500,149900,149900,149900,158400,158950,152900,159500,159900,159900,159900,159900,164812.5,159900,157750,158950,159900,159900,159900,159900,164900,164900,166750,164900,161700,159900,157700,153900,149950,154500,155000,156450,160000,167900,165000,164900,165000,164900,159950,159900,157900,157900,157500,159500,159900,159900,167500,169200,166950,164950,159900,158200,159900,159500,154900,154900,159900,166450,169450,167000,164950,161200,157000
2750,Sterling,CO,Sterling,Logan,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150450,151900,143500,139450,139450,149500,144000,127450,126750,126750,114500,123950,123000,131450,140000,147000,143950,154730,153000,164000,160000
2751,Hinsdale,IL,Chicago,Du Page,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945000,1025000,1029000,999000,986500,1019999,999999,950000,983500,950000,899000,799500,785000,899000,879000,899000,886750,899000,865000,837450,850000,949000,879000,895000,869000,869000,949000,969000,972000,975000,999000,1075500,1059000,999000,1059000,999000,1039000,1050000,1050000,1099000,1099000,1179000,1144900,1178500,1149000,1137000,1174000,1149000,1189000,1149500,1150000,1175000,1199000,1199000,1185000,1127000,1129000
2752,Enterprise,AL,Enterprise,Coffee,2753,185900,182250,175000,167300,169500,169000,165600,164967,165000,161000,159000,159000,155000,155000,162950,162000,164500,159500,165000,159950,164950,163500,160000,152750,157000,159900,162935,163900,155500,159950,159700,161935,159500,158900,164600,159900,158200,155000,153675,155000,151535,154950,156450,156500,155450,159900,152500,148950,149250,150435,152500,155700,152777,152555,149900,145000,145000,148000,134900,145750,149500,149000,146850,149900,155000,151000,145000,143000,145000,143350,144200,149900,144200,147000,147000,147000,149900,149900,145000,146500,145000,141900,144000,140000,143500,145000,154900,157250,161800,160900,165000,165000,169500
2753,Three Lakes,FL,Miami-Fort Lauderdale,Miami-Dade,2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234900,234000,225000,224900,217000,230000,230000,239900,239000,242400,239450,245000,255000,254000,243800,240000,259450,264000,257900,256500,260000,269950,275000,279900,280000,285000,282000,282000,279000,289900,295000,299945,295000,292500,295000,299945,299000,299900,299994.5,299000,299000,295900,299900,299000,295000,297450,299000
2754,Town of Horseheads,NY,Elmira,Chemung,2754,,,,,,,,,,,,,,,,,,,,,,,,,169900,159500,156950,174900,194700,191750,189450,178500,174900,171950,179000,169900,165000,164450,146450,152450,161950,174900,172500,174000,169650,169950,169000,166950,164900,169450,169900,169000,168000,174900,169900,174200,173700,164900,159900,159900,159900,174900,168950,164900,159950,164900,155000,155000,149900,159900,157000,161000,161000,174900,189900,199500,174995,190000,179900,179900,174900,174000,167000,167900,164900,167000,172400,179900,199900,177000,198700,185900,189900
2755,New Smyrna Beach,FL,Daytona Beach,Volusia,2756,255000,249000,235900,229900,225000,225000,219900,220000,229000,224900,224950,220000,220000,209950,220000,225000,224500,219500,217470,220000,214900,204550,199250,199900,199000,197000,197940,196465,195000,195000,195000,197940,199000,199900,220000,225000,228500,224900,229000,230000,230000,239900,249000,249000,245000,243500,249000,248500,243700,239900,239000,239000,239900,245000,239000,249900,255000,266450,259000,269900,269000,269900,269000,265933,274000,272000,279000,280000,285000,279900,293500,286000,289000,289900,296900,289000,283749.5,290000,289000,290000,289000,295000,299900,315000,315000,307000,300504,319950,325900,339000,330000,329000,320000
2756,West Norriton,PA,Philadelphia,Montgomery,2757,209900,210000,216500,209900,212900,215000,213898.5,212900,220000,219500,215000,219900,219000,210000,209900,200000,205000,205000,199949.5,199900,199000,190000,191500,189900,185000,184000,184900,189000,189900,179900,179900,179000,166250,169900,179900,179900,179000,182400,187900,194400,185000,194200,199500,194750,189900,192000,194900,194900,184900,194800,188444,198000,190000,200000,205000,206000,209900,200000,188950,189900,189700,192000,189900,195000,198250,205000,199900,199900,195000,187250,186000,185000,187000,189000,189945,198000,197950,189995,192250,190000,190000,195000,187500,189000,179900,179900,189250,192000,192000,195000,210000,209990,215000
2757,Hermitage,PA,Youngstown,Mercer,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182400,178500,178500,172300,146450,157950,159900,164900,155500,144900,139900,144950,144700,139900,139900,154950,169500,159900,161450,158950,155000,156500,159500,165000,149900,149500,147000,142400,149000,159000,158900,156450,155410,159650,149500
2758,Prineville,OR,Prineville,Crook,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187700,188800,189900,187800,189900,182450,179950,189900,188750,179950,175000,179450,194250,189000,185000,185900,195000,192000,195000,192500,211250,199900,196000,211250,223800,229500,224900,224900,220000,224950,224900,219450,220000,225000,220000,219900,225000,239950,247000,252500,245000,267000,265000,265000,269500,259950,246250,219500,229900,249000,249900,249900,250000,259500,259900
2759,Lower Allen Township,PA,Harrisburg,Cumberland,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174950,191400,212400,195000,198445,182400,187400,184900,174900,168000,168000,168000,183500,183500,184500,188700,184900,194990,184990,177945,182995,193990,199945,197445,193990,181950,179900,200000,224900,234990,219900,219900,222445,204900,229900,229900,219700,214400,217000,229900,234900,224900
2760,Lincoln,IL,Lincoln,Logan,2761,,,89900,84950,92900,98900,93500,96950,88000,79900,82500,79950,86900,89900,89300,89150,89900,95000,93900,103000,96400,95000,99450,98175,99900,89500,89500,86900,84900,82200,84900,82550,79000,82400,89900,84900,80000,82950,89900,89900,84900,89500,86950,89900,79900,89900,79900,79900,79900,79900,83900,89000,89900,89900,89900,89900,89900,89900,89900,84900,84900,84900,85900,88200,99900,99900,93900,94900,94900,100000,99900,99900,98500,99900,94900,89900,85200,84900,84900,84900,84900,81450,79400,75000,75000,74400,69900,70000,74000,74450,79900,89900,84900
2761,Louisville,CO,Boulder,Boulder,2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000,514450,489950,490000,490000,524900,507400,515000,518950,547000,539250,549000,569900,558390,539000,505000,519000,550000,589000,619500,622000,602512,621385.5,595000,598500,615000,618626,595000,602888,597900,577500,587450,599350,559450,572000,599000,629000,639900,634900,624900,621950,621950
2762,Lahaina,HI,Kahului,Maui,2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784000,750000,725000,720000,725000,784499.5,775000,775000,769950,767450,759500,767909,760000,795000,787000,785000,775000,795000,796250,725000,750000,749000,799000,799000,799000,799000,789000
2763,Agawam,MA,Springfield,Hampden,2764,224900,214950,210000,214900,199900,198500,194250,194625,199900,199900,209900,197500,195000,199000,204900,209900,204900,204950,195000,194900,188000,179900,185000,179900,179900,184900,192400,193950,189900,209900,199700,189900,188000,189171.5,207900,199200,209900,199900,204450,199900,211750,215000,209900,209900,200000,199900,199900,199900,199900,199900,218700,216700,215000,218700,220000,212500,209900,211950,199900,199900,187200,183700,189950,210000,210000,205000,199900,202500,198400,189900,209450,217900,202900,219450,212400,219950,215000,219000,214900,228200,219900,214800,214900,213150,210950,209900,211450,215950,220000,223450,222000,239900,237450
2764,Nederland,TX,Beaumont,Jefferson,2765,149700,142200,139900,139900,147000,147500,147000,147000,149900,150000,148750,129700,129900,134700,129000,129900,129900,129900,129450,123400,134200,129900,129900,125000,125000,124900,128000,128000,134000,125000,124900,129900,129000,129000,134900,134900,135000,129900,129000,129900,129900,129900,131950,127375,125000,129900,129900,139900,133000,145000,137000,135000,139000,130000,129900,129900,137750,140999.5,139700,144900,147000,140000,149700,144900,148250,163900,145900,134900,121500,119949.5,131250,152000,149000,144000,147750,146950,147750,148750,148000,142450,127500,125450,135000,135000,135000,148000,149877,159000,159900,159900,162400,161950,159000
2765,Madison,CT,New Haven,New Haven,2766,469900,499900,499000,499900,499900,517400,514900,524900,499949.5,534900,522000,519000,519000,510000,549950,498000,477000,462400,462444,466900,491500,485000,487000,471700,499000,489900,469000,485000,499949.5,500000,487500,479950,472450,477500,480000,474900,459000,449900,504500,504450,529900,535000,539000,539900,539900,529950,519500,509500,489000,479450,499999.5,518000,499900,489450,484900,489450,492500,469500,469900,469900,471950,475000,489500,475000,474749.5,475000,489000,492000,495000,498000,476700,478900,469900,495000,509900,499900,504950,500000,499900,524950,542950,510750,510750,495000,499000,499000,499900,499000,499900,511950,525000,519000,525000
2766,Lake Placid,FL,Sebring,Highlands,2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,125000,115000,118750,122400,119900,130000,126000,123700,124900,124950,125000,127999,129900,134950,139250,138000,139900,139900,139999,139900,147000,149000,149000,148950,144999,145000,149900,149000,145000,154900,159900,163200,169000,169900,169900,167250,168995,169799,159900,155950,160000,159900,159900,159900,164700,164700
2767,Chapin,SC,Columbia,Lexington,2768,,,,,,,,,,,,,,,,,,,,,,,,,,239945,239990,249900,258900,255900,259000,247450,234900,239990,249950,248450,242612.5,239945,235081,237318,249900,252745,249990,255990,255990,259990,260815,265868,252990,268398,269945,274957.5,279000,284900,289900,289000,289900,287007.5,284990,288920,288840,285000,288920,289995,288840,282490,275499.5,275000,272990,279000,272990,275000,289900,289900,275000,279000,289500,289900,284897,290000,289900,285000,262417,262417,263158.5,270110,269900,264999,272700,274900,274900,267454,269903
