index,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
2768,West Whittier-Los Nietos,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,348944,350000,365000,365000,365000,359500,369995,375000,369500,379000,384000,375000,375000,380000,389900,392499.5,399000,399000,402500,399999.5,415000,420000,420000,415000,412500,421950,429450,422000,420000,425000,430000,439000,435000,435000,439900,439900,442580,442999.5,439850,437450,444950,439000,439450,456950,462200,469900
2769,Pulaski,TN,,Giles,2770,116000,116250,122700,119900,121500,118250,118250,119900,129900,125000,132400,119900,114950,114450,122000,117500,111450,116500,110000,114900,114950,119000,114000,114900,119000,119000,118500,119700,119900,123725,119250,114900,112000,112000,115900,117900,116000,119450,117900,117000,115000,119000,119750,120000,119900,120750,119900,123000,124900,128000,126000,128250,119900,114950,115000,119000,119900,119850,119000,119000,115000,119400,119900,119900,139900,141200,129900,144950,139300,140000,129000,121500,119975,132200,119900,118900,129900,142000,142575,140075,139900,134900,135900,135450,144900,149500,154900,154900,154900,169000,154900,173379,164700
2770,Bonaire,GA,Warner Robins,Houston,2771,173900,176700,175000,171885,169100,169100,167900,168900,177900,170000,164900,169950,171000,159900,179000,176700,175000,183000,180000,183400,177300,179450,170450,165450,173200,169900,177900,169900,169150,175450,175000,156900,149900,172900,189450,189900,199900,196400,184900,182750,198000,208818,199900,199900,199000,189900,194900,189900,189450,189000,189450,193700,205747,196450,199900,195000,195000,191450,182500,189000,183750,179900,185500,182112.5,176700,189000,189000,184950,185000,184900,184450,189500,195000,195800,204900,204000,202900,204000,204900,205500,211950,217964,219625,219900,225000,227043.5,220950,235950,239141.5,243900,251900,254900,254900
2771,Morrisville,NC,Raleigh,Wake,2772,248987,249900,234700,245000,249900,238302.5,232250,230000,239302.5,238950,239900,249000,259800,248074,244900,239900,250000,259900,260900,269990,248445,241500,238990,244900,248450,249900,249900,249900,240000,235990,252995,259900,274900,261490,278990,264990,267990,254900,265000,268200,284950,299000,289250,299000,300000,312990,317690,328945,319500,325000,328990,317995,314900,286882.5,290315,299900,300000,290900,288800,290695,279950,279995,286957.5,284990,300000,300000,292490,278950,275000,279950,278000,279900,270990,271667.5,285000,285000,292984,291397,302445,310812.5,299000,317450,294900,296174.5,298950,299900,305000,331950,312445,326500,332000,319900,320650
2772,Ridgefield,WA,Portland,Clark,2773,334900,312450,325950,315000,312450,303900,298950,298950,292400,279250,279250,275000,274900,274900,269500,269250,272200,269900,299900,309900,300000,309900,312450,285000,295000,299850,302950,309850,309945,273950,274900,274900,274900,259900,244700,249000,269000,261900,279900,299850,315000,300000,302755,302755,314100,289900,300500,299825,294450,316470,329900,320000,338950,319000,338950,349900,369363.5,376550,389900,375450,370000,375000,370000,376400,390000,389200,380000,380000,382500,374000,377867.5,379835,356850,350000,349900,369900,387382.5,389900,398665,408407,408900,395000,410000,405900,405096,405796,419900,424997.5,429900,449843,459900,435000,446950
2773,Town of Amesbury,MA,Boston,Essex,2774,249900,269900,259945,265000,259900,259900,249900,249450,239900,239700,237000,224500,219900,201250,229000,239500,230000,227000,219945,225000,209900,199900,192900,195000,196944,199000,193500,214900,229900,239900,230000,225000,230000,229450,259000,250000,249000,259900,257950,266950,284950,299900,294000,312950,324950,315000,304450,264950,259900,259700,269000,289900,307950,314950,313400,314900,319900,299949.5,317450,307400,277400,279900,312500,319000,299900,305000,299900,319000,325000,349950,362450,369000,332450,332450,361500,339900,349828,328200,325000,319900,310000,309000,313900,324900,338100,347000,348250,339900,349900,360000,359500,349900,362400
2774,Summerville,SC,Charleston,Dorchester,2775,172250,174900,174500,174900,177900,174900,167900,169995,172500,170000,167900,165000,163900,160000,163000,165000,165000,173450,172500,169000,169000,159900,137945,145000,144945,150000,149900,150000,155500,158495,163900,165000,162000,168495,178990,184167.5,183900,188942.5,189000,195000,191999.5,195000,194900,198995,201000,203990,199649.5,198490,198490,198800,199900,199500,199500,199900,200990,203900,207200,204900,207995,203900,204900,210000,214945,214990,214700,214900,214900,215000,216900,215000,217200,224453,232500,235555,233472.5,232250,229900,236490,240140,239900,239900,240000,245000,244900,242000,244990,247900,249900,255450,258900,255000,258900,264900
2775,Swansea,MA,Providence,Bristol,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342000,289900,289900,299900,319900,312400,299999,312000,327700,309900,299000,279900,299900,299900,279900,314900,337450,369900,329000,369900,369450,372450,339900,328900,369900,349900,349900,332450,319900,299900,332400
2776,Makawao,HI,Kahului,Maui,2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,465750,449000,410000,389000,449000,509500,500000,527000,541750,549000,522500,549000,550000,534500,549950,550000,570000,575000,562500,565000,589000,609949,578500,568000,568500,599000,599000,649900,649450,654900,654900,684000,684000,669000,650000,650000,650000,654500,625000,616500,585000,597500,647000,619000,639000,639000,647500,650000,650000,650000,675000,659000,675000,720000,724000,663500,654500,675000,682500,650000,682500,669000,675000,689250
2777,Piedmont,SC,Greenville,Greenville,2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,170990,170777,172777,172777,172777,172863.5,170995,170388.5,170777,175950,177245,180000,180777,178945,184000,174700,177990,177000,179900,179900,184500,189000,182900,183500,175700,175400,205000,207777,198250,190000,198000,198000,200000,191500,191500,194900,182950,185000,199000,199450,196445,200400,190990,204900,204900,210000
2778,Ripley,TN,,Lauderdale,2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,93000,98250,95000,90000,96250,95000,95000,93450,99000,89900,92350,94800,94900,89950,89900,86450,85000,89010,76450,74950,77700,74900,79250,75000,74900
2779,Town of Hudson,MA,Boston,Middlesex,2779,,,274900,276950,279000,275000,273900,279900,277000,289450,279450,274000,274450,249900,269900,266900,269900,259000,279900,271700,275000,259900,255000,239900,251000,274900,290000,298950,299900,290000,270700,269950,269900,266250,290634.5,279949.5,265000,294900,309450,309900,309900,299900,299900,324950,329900,329900,322450,314900,319900,324450,307450,329950,359900,369900,356950,349900,349000,319900,326700,339900,331400,349000,339000,329900,335000,329900,328500,315000,329000,329000,325000,342450,342400,339900,329900,347450,362995,359900,349900,349900,349900,349900,339900,339900,339900,359900,348400,327400,352200,359900,360000,359900,359900
2780,Riverton,WY,Riverton,Fremont,2781,193000,183750,187500,187500,183500,197500,197500,197500,195000,184950,189000,188000,186000,179900,179700,179000,179900,180000,180000,182000,180000,182500,180000,179900,173450,178200,182500,179000,182500,175000,177450,182500,184950,187500,185000,187000,189000,188000,183750,187000,187000,185000,187250,195000,189500,184500,189500,184500,180950,181250,182500,182500,183650,198750,194900,199500,199500,199700,189900,196500,203000,209750,199000,180000,181000,182500,182000,181000,182000,174500,183250,178250,184950,189450,199000,205000,199900,198250,197750,195000,187900,187900,180000,180000,180000,183750,185000,180000,194000,189900,185000,188500,176900
2781,Anoka,MN,Minneapolis-St Paul,Anoka,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,164900,168250,169900,184900,179900,177400,194450,189500,184900,189500,188950,181000,184950,179900,184900,193700,207900,209900,214500,212000,210000,214950,228900,226900,209900,219350,210999.5,214950,210000,210000,195000,194900,194000,189900,194900,200000,219900,215000,215000,217450,203950,234950
2782,Laguna Woods,CA,Los Angeles-Long Beach-Anaheim,Orange,2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245000,245000,240000,240000,235000,234700,234500,238900,239500,239000,239000,231500,235000,239444,239900,230000,229990,230000,237450,246800,239000,239000,241000,239000,239990,244900,245000,249950,259000,262450,269000,284894,285000,279000,279250,289000,299000,299000,292500,295495,295495,299000,299999,309000,299000,319000,317000
2783,Franklinton,LA,Bogalusa,Washington,2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,180500,190000,194500,200000,197000,199000,199000,210000,202500,208000,199450,193700,197750,197500,195000,196000,209000,215000,189000,185000,181250,182500,179450,186500,186000,198000
2784,Auburn,MA,Worcester,Worcester,2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207365.5,207000,190000,199900,209900,210000,233450,234000,224900,209250,199900,214000,208750,205000,212450,209950,219900,239000,244900,239450,229450,239450,241950,229900,229000,229000,224900,229000,230900,234949.5,234900,238500,234900,242000,238700,237500,224900,222400,225000,238500,248200,249950,250000,255000,258450,259900,239900,239900,238700,239900,249900,269900,269900,269450,259900,253900,264999,267900
2785,Ionia,MI,Ionia,Ionia,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,79900,79900,83900,84950,87900,84200,79900,84900,93400,83450,80950,79900,79900,79900,84900,89900,98900,94900,98628.5,104950,109950,95750,94900,93700,84900,89900,96500,97200,99900,92250,89000,85900,89950,86900,89900,99900,99900,89900,89900,90950,102900,104900,102400,105900,102900,99900,97900,99900,94950,91900,104900,109950,123450,119950,124900,122400,125000
2786,Cohoes,NY,Albany,Albany,2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195999.5,184900,183900,181450,169250,169000,169900,169500,169500,162400,164900,166950,169450,159900,159900,152450,152450,159900,167500,169450,169450,168250,169950,172450,179900,180000,187000,185000,207450,189900,175000
2787,Gaylord,MI,,Otsego,2788,152000,147000,139900,139900,148000,143450,139900,139700,139000,134900,129900,129900,129700,129900,129900,134900,129900,134900,130000,130950,134900,130000,129000,119900,129900,129000,129900,129500,129900,129900,129500,129900,131000,129900,129900,129000,125000,125450,125500,129000,129900,137900,135000,129900,130500,129500,125000,124950,125000,125000,129700,128450,129900,135450,135000,134900,134900,134900,134900,134450,136900,134900,134900,132500,139450,138250,138500,139900,143500,143000,139500,135000,129900,125000,129900,135000,138900,135000,134900,134900,129900,129900,131950,129900,125000,129900,137000,149900,155000,154900,155000,154200,155000
2788,Walker,LA,Baton Rouge,Livingston,2789,170000,167900,169900,169950,165000,169900,173000,172900,172900,169500,168000,165900,169900,169900,165450,169900,165000,165450,164200,169200,162325,159900,159500,159500,159500,157000,156827.5,159250,161500,161500,166600,159500,155900,155900,161800,163800,160700,164750,163800,159000,161500,165700,162750,164900,161800,163700,160700,159750,157900,161700,162000,163900,164950,161800,161700,162750,165250,161600,155900,155450,160000,161700,160000,161800,161500,164149.5,163600,169900,168700,169900,169900,165700,169900,172900,172450,185900,189500,179900,179500,179500,179900,177200,178500,166950,179000,185000,190000,179900,199250,199500,194500,194750,192750
2789,Westfield,IN,Indianapolis,Hamilton,2790,205000,199500,202450,191300,189900,192600,190645,185000,190000,199990,194900,199000,196497.5,199000,199000,189900,193990,189900,193990,189700,184900,182500,188500,172900,169900,184950,189245,179945,189990,190000,195000,194900,192990,199250,199900,211490,215945,207990,206995,209995,212000,210000,207990,209900,207990,209945,212900,215495,224945,229900,224495,224945,226990,237990,238490,249900,249900,250945,262990,259250,257945,251490,248990,254000,255990,258994.5,264990,269500,275000,269000,269250,274990,275495,267500,269500,269700,278490,271200,284995,284990,284900,289180,284495,288945,290990,289610,289990,279990,285990,291000,312990,305490,306490
2790,Youngsville,LA,Lafayette,Lafayette,2791,213950,193400,193000,187250,198400,184900,194900,209000,210000,207750,199500,198000,179900,179000,181500,180500,193500,191000,188500,195000,199500,199900,187700,189900,183500,183000,187700,199900,199900,199900,195950,195950,189000,188100,185750,189450,184950,173750,176900,184700,185000,184341,184900,180000,174900,182900,179900,178900,178200,179400,179900,178794,181500,182000,189000,217900,220900,215000,223500,219000,218950,232900,248000,249900,249950,252450,257450,269500,263810,269900,261670.5,255900,250000,259900,252900,254900,249950,244700,237500,230500,227500,216500,218900,218500,220000,222000,225000,227000,225000,229900,230000,228900,228900
2791,Lynden,WA,Bellingham,Whatcom,2792,264900,259900,249900,247000,249900,254900,259000,259950,257950,250000,249958,252500,239900,238500,239000,239450,249900,257400,239900,239500,244000,234450,235000,235000,225000,229900,231600,231800,255000,249929.5,255750,249900,240979.5,239900,246400,245000,246400,245900,251900,250950,261455,259900,259930,259000,269900,269000,269000,278000,269900,274975,299750,302450,299900,299900,289500,299500,289900,299000,294200,289500,289500,289900,299000,299900,317000,319000,329000,330000,339900,352381,354962,354981,339900,355000,359000,347231,349250,364450,367950,349950,337200,342200,364900,369000,366500,369900,369000,389500,389500,399000,419000,424250,409000
2792,Clanton,AL,Birmingham,Chilton,2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147450,139900,145000,132900,139900,124950,126950,124900,124900,128900,134900,139900,139900,141950,144950,137400,140000,149999,144999.5,134900,133000,149900,134900,149900,144900,134900,139900,147000,149900,149900,149900,149000,149450,154900,159900,169000,169900,169900,159900,151900,150000,149900,149900,147400,143900,149900,149900,149900,150000,157200,157700
2793,Town of Colchester,CT,New London,New London,2794,259900,292400,299900,289900,292450,289900,284900,272450,269900,269900,284900,284900,289900,284900,284900,279900,272400,279450,265900,269900,265450,267500,269900,269900,274900,269900,260900,279900,272400,259900,254900,249900,257200,248400,242400,239900,242500,229900,248000,279947.5,279900,284900,275000,269450,259900,257450,244900,259900,247500,249900,269450,265000,269900,264950,253950,239900,255000,232900,229900,229950,234900,241450,243250,246950,249900,249900,256450,249900,249900,258000,259900,252950,262450,279900,264900,259900,275000,269900,279900,272450,289000,295000,297200,275000,288450,284450,289000,299949.5,308400,304900,314000,319900,329900
2794,Lemay,MO,St. Louis,Saint Louis,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79950,82500,83700,84900,81000,83950,78250,87500,84900,82700,85450,81200,89950,89900,89949.5,84400,84900,87900,89900,85000,89900,89900,86450,88200,84900,84900,89950,94700,93950,90000,86000,89900,89900,91700,94900,94500,93000,103000,99900,97000,97250,89900,89247.5,89999.5
2795,Cambridge,MD,Cambridge,Dorchester,2796,168085,167135,166260,155495,150950,149945,150000,154500,179900,179000,180116.5,174000,184500,192495,195000,184500,184745,179000,179100,184750,184870,175000,159811,151990,160000,163040,168140,160000,169900,168570,169000,167840,169000,165450,186000,192495,199000,199900,199900,204945,210000,211990,199900,199000,199450,199900,190000,190000,199700,189000,184000,199000,199900,185000,187000,211495,215990,216900,215445,194450,175250,187000,204900,204900,199900,216700,199900,199900,199900,185900,179900,179900,187450,178000,189900,207500,200000,204050,199900,195250,199900,199500,195000,199900,184500,179900,185000,199450,232500,226000,228500,227000,210500
2796,Blairsville,GA,,Union,2797,199250,198250,199250,197500,197500,189999,191500,194750,190450,185000,184950,178900,169900,165888,175000,171900,183900,179900,180000,179900,179900,175000,175000,169950,175000,169950,175000,175000,165000,169900,169900,169000,169900,169900,174900,175000,189800,189900,199000,199000,198000,199250,199500,199999.5,214400,199999,199900,190000,195000,189900,195000,199000,189950,198750,198000,197000,199250,199900,199000,199500,197500,199900,199000,199500,207000,209250,204950,211450,215000,215000,215000,215000,214000,215000,213500,219900,228900,225250,225250,223850,229900,229000,239000,239000,229000,220000,229900,239000,239950,245000,239900,229000,231400
2797,Big Spring,TX,Big Spring,Howard,2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126500,119000,121000,117000,99900,109500,115000,104500,99500,115000,129900,129450,141400,142900,139900,139900,138000,129900,132000,133500,130000,132000,133350,129900,142900,136450,137900,149000,149000,159900,159450,150000,148000,145000,137250,130000,141982.5,149900,152500,146000,145000,149900,146000,152500,150000,155000,166250,160000,157000,159900,154000,152000,155000,149900,149900,140950,145500,139900,139000,135000,145000,155000,155000,155000,153000
2798,Clinton Township,NJ,New York,Hunterdon,2799,359900,359900,355000,359900,359900,359450,389000,397000,389750,399900,355450,353950,358950,359900,375000,399000,414500,399900,399000,379900,388000,380000,365000,360000,360000,375000,367300,349550,359900,349000,345000,340000,366950,359900,399900,399000,388000,399950,399950,429900,419900,399500,386750,379000,384500,399000,389900,399450,399450,414900,437900,439900,450000,476950,456950,452450,450000,439000,439000,435000,435000,439000,449900,451900,469000,450400,449900,424950,441450,439900,449000,443000,439000,439900,449000,444450,444450,439000,432000,419450,399900,399900,415000,385000,359900,389950,399950,442000,426950,445000,457000,450000,443950
