index,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
299,"Battle Creek, MI",299,89900,89900,94950,94500,94700,89900,89900,89900,89900,85000,74900,67500,64000,59900,64900,70000,79900,83900,85900,84900,79900,71500,69000,64900,67900,65000,69500,72250,78110,79900,79900,79900,79900,82500,89900,89900,87900,85000,89900,89900,89900,95900,97250,97750,98500,94900,89900,89350,87400,88000,92500,98000,105000,112450,110000,110000,106900,104900,99900,98500,95950,109900,108472,109900,114900,115800,115000,119500,115000,114900,110500,102450,97500,95000,95900,104900,117000,116500,112000,114900,105900,99900,95250,94900,89900,94700,99900,106250,114900,119900,119900,115000,109900
300,"Jamestown, NY",300,119000,117900,119000,121000,125900,126750,129700,129000,129900,129900,129900,129900,129921,114450,125000,124900,124900,130000,129900,129000,134750,134900,134900,135000,139000,149000,139000,142000,143700,143450,139900,139900,132500,129000,120000,124900,133900,134900,127900,134900,133900,129000,128450,129900,129900,125000,125000,121950,114900,114900,125000,125000,133900,130000,129900,129900,129900,133200,129375,119000,124500,119697,115000,115500,119497.5,119900,119899.5,119900,124900,124500,124000,119900,114900,110000,109900,119900,126300,126950,122000,120000,119000,118000,114900,114500,109900,109950,113250,111250,119900,122000,120000,119975,123250
301,"Eureka, CA",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000,279000,275000,280200,289000,289000,275000,270000,269000,275000,275000,285000,292250,298000,295000,285000,289000,279500,279000,276900,274900,271450,275000,285000,282250,280000,280000,285000,289000,287250,299000,299000,295000,285000,280200,289000,299000,309500,318000,325000,325000,319000,315000,319900,325000,325000,329250,345000,375000,367500,364000,365000,374950
302,"Rapid City, SD",302,199250,199000,189900,189900,192000,189900,194900,197250,191104.5,189900,189250,179900,179900,179000,179712.5,179900,185250,188000,189900,189900,189900,189900,190000,189900,193700,189900,189000,189900,189000,189000,187500,189250,187700,184900,182750,179900,184900,183900,183900,186900,189900,196400,195000,195500,199900,204900,199900,204900,199400,196000,199900,194700,199900,208750,205000,205000,207000,202900,194900,192900,193250,197425,199900,207000,212900,217000,219900,219900,224900,229000,224900,225000,224900,223200,220000,225000,225800,229900,234900,229250,229900,229000,229900,234900,237900,239950,249000,249900,249900,248225,249000,239900,239900
303,"Flagstaff, AZ",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299000,295000,289900,299000,299900,309950,315000,315000,313500,305000,307000,319000,319000,320000,328235,332970,335000,339250,340000,335000,337746,339000,349000,349000,339000,342153,340005.5,348000,349000,355000,355000,355000,359000,359900,367298.5,367000,364630,365625,350000,359950,365000,360593,360000,365000,373500,379900,389000,395000,399900,395000,385000,389000,389950,390000,393516.5,390000,398000
304,"Lumberton, NC",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,115000,119900,119500,119900,116000,115000,114500,118950,121000,119900,113500,109900,111250,119700,113000,109900,109950,107250,109750,113750,119900,119800,119000,119900,110000,110000,105000,110000,113000,110000,115000,115000,114900,115000,113750,109900,111000,102250,95000,99900,108700,119000,119000,118000,120000,119000,118000
305,"Wausau, WI",305,138150,139900,139900,139900,139900,139900,139900,142900,142000,139900,138250,129900,129000,128900,134900,130950,134900,134900,134900,131900,128200,126250,124900,120000,119900,119900,119900,120000,119900,119900,119900,115400,114900,114900,129900,129000,128950,128789,129900,129900,132000,129900,129900,129900,129900,129400,127900,124900,119950,119900,122900,124900,129900,129900,132700,134700,134700,133900,131700,134900,129900,130000,134900,136900,136900,134900,132700,137700,135950,129900,115900,114900,114900,119900,119900,129900,139900,139900,139900,137900,135000,135000,139900,129900,119900,130000,139900,149900,148400,149900,145500,149900,145000
306,"La Crosse, WI",306,160500,159900,159000,155000,159800,159900,159900,158700,154900,152400,149900,144900,139900,139900,142950,146900,149700,155000,159000,159000,159900,158250,158700,145000,144900,144500,149900,149900,154900,156950,159000,156900,154900,153750,149900,152000,158250,159900,164900,164900,169750,169900,169900,164900,163750,159900,159900,156900,156900,156900,158700,159900,164400,164900,163183.5,163467,162000,159900,159900,154900,154900,159900,169900,169200,176500,169900,179450,170000,171450,171900,174900,184900,175000,175000,184900,189300,189900,194500,194900,194200,189900,184900,189000,187000,189600,195000,189000,197500,199900,209900,214900,213900,209500
307,"Lebanon, PA",307,179900,179900,180000,169900,167900,165900,170900,164900,179900,169900,175000,170900,174165,175000,175000,174700,177500,179900,179900,184900,179900,175900,172000,169900,173900,169900,175000,180000,179900,174900,169900,169000,169900,169000,179900,179900,177700,179900,179900,177650,198500,199000,197900,194900,197900,196600,197000,224900,199530,199900,199900,199900,199997.5,199000,198000,192900,193700,190000,190780,195000,193900,185700,188000,188000,184900,179250,184900,185000,199900,189000,189900,184900,184900,176050,195000,184900,185000,199900,185000,186950,189900,200900,190900,194400,195900,200900,225675,215900,209650,210000,219900,225000,219900
308,"Idaho Falls, ID",308,164900,164900,159900,159900,159900,159900,159900,160000,162000,160000,159900,153000,149900,148250,148950,145000,145000,149000,147900,144500,139900,139900,138000,129900,132000,132000,133000,133200,132900,135000,135000,134900,129900,132000,149900,145900,145000,146400,149250,153900,155000,155000,154000,152500,154950,152250,149900,149000,150000,149500,150000,157000,157900,159900,159000,158450,158750,158000,149900,145000,145000,150000,155000,159000,159850,159000,159000,159000,159900,159900,159900,159900,169900,165000,169000,175000,179999,183900,185000,185000,184900,184000,176500,171900,175000,174900,179900,200000,209000,209900,214900,214950,217500
309,"Sierra Vista, AZ",309,172000,174900,169900,167900,165000,165000,159950,164900,174900,167950,159900,162700,160000,162250,159900,163700,165000,159900,160550,160000,160000,154900,148900,149000,149900,155000,150000,145900,139900,139900,135000,134900,134250,139900,155000,155000,155000,158000,162700,159900,160000,159900,165000,165000,164900,163450,158000,159900,159100,160000,159000,159900,159000,159500,159500,159000,155250,155000,155000,155000,159450,159000,160000,160000,159900,155000,157500,157000,159900,159450,154900,153500,150000,150000,149900,149900,150000,150000,150000,150000,149900,149500,146500,144950,145000,145900,148000,149900,149900,149900,150000,155000,155000
310,"Pittsfield, MA",310,269900,269000,269950,265000,267500,269000,269000,269900,269900,269900,269900,274700,274500,275000,279000,275000,279000,279700,275000,270000,269900,269900,259000,259000,259000,249900,249900,259000,259000,259950,259450,252000,253900,253900,279900,279900,279900,274950,269950,272500,279000,280295,285000,285450,285000,289000,279000,277000,279000,279900,280000,279000,284900,284900,284900,284500,279000,279900,289450,279900,282500,295000,299000,279000,278500,279500,284900,285000,285000,288000,284900,279900,285000,279900,279900,279900,285000,289000,279900,278200,279000,279000,289000,289000,284950,278500,285000,295000,295000,295000,290000,297000,293887.5
311,"Lawton, OK",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126950,128500,129000,134900,129950,129900,129000,125000,124900,125000,124900,123900,119900,126950,125000,128000,126900,125000,124900,119900,119900,119000,114900,113475,112500,114000,115500,113800,109900,110000,111500,113625,108500,105250,108500,102800,100000,99950,104950,110000,114000,117000,117900,117900,114900,110000,109250,114900,112250,112900,116000,115000,117900,118000,119000,115000,110000,108500
312,"Farmington, NM",312,214900,218250,205000,204900,210000,207750,210000,216900,210000,199900,199500,192225,185000,174950,179900,179900,185000,185000,179000,174900,174900,169900,169000,169950,171250,173900,164250,165000,166000,169000,167500,169900,169250,169900,187000,187000,188000,185500,184500,185000,190000,193000,189900,189900,194700,197950,199950,199900,199950,199000,189000,180750,180750,180000,187950,189450,189000,181950,180500,186000,189000,189000,189000,189900,185000,189900,198900,189900,194944,195000,199000,199000,195900,190500,199000,199995,199000,199900,199950,204900,199900,203450,199000,189900,190000,187000,189999,195000,204900,209700,199900,199000,199000
313,"Jackson, TN",313,112500,111950,110000,112900,110000,114900,117700,119900,120250,119900,117900,115000,112900,109900,113900,114900,117900,114900,113200,110000,111900,109900,106750,99900,99900,99900,99900,103400,108500,105950,108000,105000,102700,99900,114900,114950,114900,115450,117000,119900,121950,119975,119900,119900,119900,119900,119900,119900,119900,123900,124900,126500,129900,129900,129925,129900,129800,126950,129900,122950,119900,124900,125000,129900,135000,138800,139000,139900,137500,137500,134900,134900,132900,129900,131200,138500,138650,135500,130000,132750,129000,134500,131900,129000,126750,124900,129900,129900,134950,139900,135482,139700,139900
314,"Morgantown, WV",314,189000,189900,189900,191000,194000,194000,194250,191000,189900,194900,197950,192250,189000,184900,184900,186592,186000,187900,189900,189900,194500,190000,189900,186900,188900,184900,186950,184900,184900,187500,187900,185000,187900,188900,187948,185900,189700,189000,189000,186900,189000,189000,189900,189000,189900,184900,184900,183900,185000,185000,192000,199000,200000,205000,213000,209900,200000,203900,199900,199900,199000,200000,199000,207000,210717.5,210000,209900,199900,209000,210000,209000,199600,200000,199000,209700,210000,216450,219600,215000,219700,220000,215000,219500,220000,219950,215000,219000,229000,229900,229000,225000,224900,223249.5
315,"Glens Falls, NY",315,219000,214900,215000,217900,219000,219900,219900,216250,214900,208250,208250,199900,197500,195000,198000,199900,205000,209900,210000,210950,207875,209900,207875,199900,199000,199000,199000,199000,199000,199000,199000,199900,199000,199900,219000,214900,212950,215000,215000,219900,220950,218900,215000,206450,219900,215000,215000,209900,200999.5,199900,199900,199999.5,214900,219000,212000,214900,210000,212000,209950,209000,203750,199000,199999,197500,219900,209000,199900,201875,199999,199900,199999,199900,199000,190275,199000,209900,218000,209900,209900,199900,199900,199900,197900,189999.5,185450,185950,185000,189900,199000,199900,204250,199900,199000
316,"Winchester, VA",316,,,,,,,,,,,,,,,,197000,199375,194900,179900,181000,177750,169900,159900,164900,164500,164900,164750,169900,170000,169900,169900,174900,168700,167500,179900,179900,189900,199000,199900,207937.5,205000,214995,215000,209950,219450,215000,207000,214900,214700,216900,229000,229900,235000,235000,231990,230000,230000,229900,229000,225000,219995,224450,229000,234445,230250,239900,229990,237995,235990,234900,239900,239900,245000,243640.5,249000,249250,257990,257990,259900,257900,249900,249900,249990,249000,246449.5,245000,249900,259000,264900,266645,269900,264999,265000
317,"Saint Joseph, MO",317,145000,140000,139900,139000,138500,129250,125000,124900,119900,119700,115950,112500,109500,109500,110800,115000,124500,124900,123000,119900,119900,119900,115000,110000,105000,104900,105000,106900,109000,110000,109900,109900,104250,103750,109825,109750,99900,99900,104900,109900,110000,114500,111000,107000,114900,113000,110000,109900,109900,111800,110000,115500,117500,115000,114900,112500,110000,110000,109950,109900,104900,99900,102450,104200,102000,104900,104900,100000,104900,99900,112900,99900,99000,99900,99999,109900,113000,114350,114900,114900,109900,109950,105000,104947.5,102500,105000,110000,114700,115000,124700,125000,124838,120000
318,"Altoona, PA",318,117000,115000,112950,113000,112500,115000,114900,115000,109900,115000,118000,118000,118000,118900,124000,129900,129000,124900,120000,120950,124900,124200,120000,120000,129900,129900,134000,135000,135000,134900,135000,129900,129900,125000,123750,124000,122700,127900,121900,125000,124900,125000,125450,119900,119900,110000,110000,119000,119900,110000,110500,119000,119450,124900,119900,119900,117500,119900,114900,114900,115900,115000,128650,125000,125000,125000,125000,128900,129900,124900,119950,119900,114900,118000,124700,125000,126950,123000,119900,118900,114900,109900,104900,99900,93450,99900,114900,119900,125000,124900,129900,124850,121000
319,"New Bern, NC",319,197200,189500,189900,189900,189900,194500,189600,188400,187900,184900,179900,175062.5,168000,165900,169250,175000,179900,179900,179500,176700,179000,175000,169000,167207.5,169900,171950,173400,165700,167500,169900,160000,164995,169000,165000,169900,170000,174900,174900,174500,175000,177412.5,179000,179000,179000,179000,175000,169900,169975,165000,169000,172900,175000,179000,179500,179000,174900,174900,172000,174770,172450,174900,169000,169000,172700,175000,175000,178000,178000,179650,179000,179850,178000,179000,179000,179000,179900,180000,179900,176000,177000,175000,175000,177000,177900,175000,179900,180000,185000,190000,189900,185600,182000,185000
320,"Carbondale, IL",320,122500,124000,125000,121900,129000,125000,119000,119500,116700,115000,110000,105000,107900,114900,114950,116400,119900,119900,119900,119900,119900,122000,116000,117500,115000,109900,113000,112500,114900,115900,116000,120000,120000,119500,119500,119900,115000,116450,115000,119500,123900,119900,118500,118000,115950,114900,117500,118500,114900,117000,119250,118750,115900,119900,119000,119900,117000,117000,115000,115000,115000,118000,119000,122500,129900,129900,132000,132250,129900,129900,129000,125450,122900,124900,125000,124900,127900,125000,125000,124900,119900,119000,117500,112000,114900,118900,119900,120000,120000,121950,124900,123950,124900
321,"London, KY",321,124400,137387.5,129950,126950,129900,124950,128000,133700,129900,135000,139500,139000,135950,139000,139000,149500,149900,149900,149900,149000,149500,149900,145000,139900,140000,139900,139900,139900,136400,139900,134900,129900,135450,141250,149900,146900,142650,139900,145000,145250,145000,139900,139900,139000,139900,138875,131400,134900,138450,137500,138950,139500,139900,142700,142900,144900,141500,139900,139900,139900,138500,138200,130000,134900,139000,139000,139900,139900,141250,143250,144900,141900,140000,139900,139900,139250,139900,139250,139250,139900,139900,138500,139000,137900,139000,139900,139000,139500,139000,138500,139900,139900,139900
322,"Logan, UT",322,179900,179000,179900,180700,183000,182500,180000,179900,174900,179000,174500,169900,165000,159900,164900,164900,168450,165500,164900,164200,168000,169900,164900,160000,164299,163500,164875,165000,167949.5,169900,173900,169999,174900,172000,174900,172900,169900,169875,168900,169900,174900,176450,175000,179900,174900,174900,179000,174900,179000,179000,177950,174900,179999.5,179900,179900,180000,179900,179900,184500,179900,184900,184500,189900,189000,189900,194900,189900,194900,189900,199000,199700,199000,219000,221900,229250,221000,219900,219949.5,228000,234900,241400,239900,249000,249000,245970,248450,255680,264950,273010,274700,275000,279900,289700
323,"Harrisonburg, VA",323,219900,219650,216825,212900,209900,212450,214900,210000,209900,210000,202900,199900,199500,199000,194900,195000,199000,199500,199900,199000,197900,191900,192245,192245,189900,189900,189900,198000,197750,199250,199500,189900,189900,189900,190200,189900,189900,194900,199000,199000,199900,202500,205000,199900,202000,209900,209900,201500,199900,199900,206250,210000,219877,219900,217500,210000,214995,214900,215500,209900,204900,201250,202900,209000,209000,207900,207000,209000,209250,204900,203750,199900,209000,209250,209000,209900,218450,219900,219900,219900,223750,219000,219000,215000,219250,225900,225000,230000,239000,245000,239900,237250,238000
