index,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
2077,Cumberland,IL,Charleston,17,35,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117250,110000,95000,92500,101000,108750,108750,89500,79000,89500,99500,99500
2078,Candler,GA,,13,43,2079,,,,,,,,,,,,,105000,116000,124900,116000,115500,118000,118000,122450,122450,120000,129500,124900,120000,125000,125000,122000,121950,127200,129500,130950,118950,119900,125000,125000,124950,129500,129500,118000,127000,127000,116000,127000,127000,127000,110000,109000,127000,139995,134950,144497.5,127250,120000,120000,125500,120000,120000,116750,116000,99900,112700,119000,119000,110000,119000,115000,115000,100000,115000,125000,125000,119250,123500,126000,119950,126000,144000,141949.5,144449.5,141949.5,129900,127500,128700,127500,148000,149000,149000,148500,148000,148950,161150,166150
2079,Emery,UT,,49,15,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,137700,138500,137700,129900,129900,138500,149900,146987.5,138500,129900,138500,138500,127950,136000,126900,125950,127000,126950
2080,Boundary,ID,,16,21,2081,224900,226950,225000,200000,202450,199900,200456,215000,224500,225000,212500,219000,230000,219000,230000,217950,228500,226250,226250,199900,199900,199000,189000,189000,175000,175000,178000,170000,176500,180000,188000,194450,185000,189500,194900,189250,189500,179000,179000,189250,189500,189500,199500,199000,189500,215250,190000,190000,179450,204500,212500,224900,199500,209000,199900,210000,210000,199950,200000,214950,210000,214950,221500,212450,210000,226000,227000,245000,229000,229000,222000,212450,227000,210000,198450,204450,223250,224500,228200,225000,229900,234900,236950,239000,239000,229900,237900,239900,249500,259000,257000,250000,249000
2081,Middlesex,VA,,51,119,2082,399900,396750,412000,399000,399000,399250,379750,379000,369000,354500,361750,344950,345000,344900,344900,339500,365000,365000,349000,354900,339000,335900,293650,292300,299900,291125,279900,279900,299000,299900,299500,315900,299000,299000,312475,304925,335000,335000,299900,339000,315900,335000,329000,309500,299900,312700,322450,299900,299062.5,295000,299312.5,299000,304750,325000,299900,299000,306000,299900,299500,299500,299900,299700,299250,310850,299900,299900,300000,299450,299999.5,317000,305000,305000,299000,299000,298999,305950,294500,296999,299000,299500,299500,299747.5,312000,324600,295000,315750,312000,299825,299625,299700,296750,298750,293925
2082,Alcona,MI,,26,1,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124950,123900,111250,109000,119900,125000,126950,125000,125000,107900,109900,125000,129450,125000,127450,129950,124900,122400,124900,119000,122200,118900,137000,137000,141950,134900,129900,127950,127900,124950,119250,125000,118800,116750,119000,119700,135000,136450,138250,136450,129900,129900,129000,115000,123900,134900,129900,124900,129900,128000,125950,120000,119450,109900,106900,112450,117753,119000,119900,118950,119900,126250,123450,124900
2083,Oregon,MO,,29,149,2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117500,104000,99900,96750,99000,99949.5,99999,110000,117500,104000,112500,99000,96750,91200,89900,92500,98250,96750,97500,94950,107000,95000,95000,99900,105000,112000,99900,95000,96250,94950,95000,98950,96700,94000,89999.5,89900,90000,89900,89999,89500,89500,89500,89500,89900,89500,89900,89500,94000,91950,95900,109900,98250,89900,89900,86450,86450,89000,89900,86700
2084,Lake,MN,,27,75,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172200,169900,171950,150000,149950,150000,150000,149500,154500,160000,149700,159900,162900,159950,158900,159000,159000,153850,150000,136200,129900,134200,139900,139900,139900,149900,154450,150000,154900
2085,Winnebago,IA,,19,189,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119450,124450,133250,135000,135000,134000,127500,115000,115000,115000,110000,109700,110000,107500,107000,105950,105450,109700,109500,106950
2086,Owen,KY,,21,187,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129500,120000,122500,125000,120000,119900,116500,122500,119900,125000,125000,125000,127700,125000,125000,125000,123700,121250,124900,120000,134900,134900,134900,134900,124500,120000,127900,129200,135450,149900,142450
2087,Sabine,TX,,48,403,2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,124900,129999,125000,129499.5,129000,134900,147000,155000,169900,175000,180000,179000
2088,Carroll,KY,,21,41,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128450,127500,109900,114900,117450,121200,109900,114900,123750,129500,129700,122500,140000,139900,134950,123700,129900,139950,139900,139900,154700,149500,145000,137500,147400,139900,139500,149700
2089,Clay,TX,Wichita Falls,48,77,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113200,115000,105000,99900,95000,102450,99900,97000,95000,95000,92500,89900,90950,87700,88500,89200
2090,Montgomery,IA,,19,137,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,66900,65950,65000,69950,77000,79900,79900,88700,83750,79950,79900,74500,77000,79900,79900,79900,79900,85000,85000,85000,85000,84950,85000
2091,Franklin,IA,,19,69,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96200,88500,77400,85000,84900,74900,77000,77000,84900,79900,79900,79900,79900,79900,79900,76900,79900,82500,79900,79807.5,79715
2092,Iron,MO,,29,93,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,78000,79000,69950,82150,79800,79650,71750,68750,74700,79900,77000,82500,93500,83500,85000,80000,83500,80000,77500,76250,69900,63000,64500,69900,72500,70000,71450,75000,77500,75000,74000,70000,69950,69950,69700,69900,69949.5,69900,74000,79700,79950,88000,89900,89500,89500,79900,79500,75000,77000,79850,79850,79500
2093,Switzerland,IN,,18,155,2094,,,,,,,,,,,,,,,,,,,,,,136200,137500,144900,139900,138700,159900,159900,168900,160727.5,159955,159900,159900,159900,159900,159900,159900,159900,159900,158000,139900,151200,152400,151950,158000,158000,162450,173500,170000,154000,162500,153900,169900,159400,140000,144000,162900,159900,158400,155850,164900,186450,190450,166950,168750,177450,162400,161950,154500,157400,139450,131500,133950,139900,149900,158000,149900,149900,153950,157900,150000,144900,144950,142400,144900,144900,137900,145000,149900,149900,169877,149900,145000
2094,Clay,NC,,37,43,2095,239000,239000,239000,239900,239900,241950,233500,239000,239000,235000,229900,225000,204950,205000,199000,199900,199900,199000,199900,199900,199900,199900,199900,199999,199949.5,199999,199999,179500,169900,170000,169900,174900,172500,168950,169000,198500,219000,207450,199900,207450,225000,229000,224900,219000,219000,209900,224900,219900,214993.5,217500,214987,219900,219000,214993.5,209000,199900,199900,199999,199900,199900,199900,199500,199900,209450,239900,236450,229000,229000,239900,249000,239900,239500,233900,229450,229150,239900,249900,239850,229900,229000,229900,229000,229150,229450,229000,224900,229900,235000,239900,249000,243500,244900,249450
2095,Lincoln,WA,,53,43,2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,142187.5,129999,125000,124900,124400,112000,124900,125000,135000,128500,129000,128650,135000,132000,129000,121949.5,121949.5,126875,124000,125000,120000,124900,124450,122000,125000,125000,117450,120000,121250,110000,128800,125000,135499.5,139500,145000,144900,147500,139250,148700,139250,139000,129900,144000,139500,144950,144950,149000,160000,159900,159900,152000,150950,141000,139875,139000,139000,139900,135000,134950,139900
2096,Marion,TX,,48,315,2097,148250,148250,145000,140750,138750,129000,135000,147500,147250,139000,147000,148000,159250,169000,161000,169000,149500,156950,156950,160450,159900,154900,149700,149900,149000,134700,129950,130000,147000,134500,125000,119700,118000,114000,109000,119500,119000,128700,146500,145000,147000,149500,144000,137000,144500,139500,148000,144000,145000,139500,135000,129900,119950,129950,135000,139250,148500,149900,147500,138500,139500,143700,155000,147500,150000,144500,147500,157500,151900,153900,157500,173000,182250,167500,149500,147700,149500,149500,157950,156475,157950,151425,154900,161250,149900,150000,162750,169900,163950,166450,159900,154900,149900
2097,Runnels,TX,,48,399,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96900,94900,89900,89900,89700,89000,84000,79000,77750,84500,84750,86200,79500,78900,78450,76950,85000
2098,Blanco,TX,,48,31,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000,350000,359000,369000,349900,349900,347500,348250,349000,349900,349900,399900,375000,375000,362450,365000,419000,414500,430000,450000,435000,429000,439000,429000,429000,404900
2099,Towns,GA,,13,281,2100,269000,249900,249900,249900,265900,267450,249500,249000,239900,239900,239450,229900,229000,217900,229900,229000,238388.5,230000,232995,225000,225000,225000,225000,225000,219950,219000,221700,219900,200000,219000,219000,210000,210000,199900,199500,219900,220000,220000,224900,224900,227500,225000,224900,220950,224950,219000,219900,220000,219000,215000,209000,200000,219900,224900,220000,220000,219000,216450,219000,229000,219500,213950,219000,219000,219900,219450,219450,225000,229000,229000,228500,225000,226800,229000,229000,235000,249900,239900,249900,249100,249900,261994,264450,259000,264000,259900,274950,277000,289000,264950,264950,259900,269000
2100,Yellow Medicine,MN,,27,173,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99700,89000,88950,84450,84950,83000,79900,79000,79250,79900,79700,75000,78750,79500,83400,84200,82000,82500,82000,74900,76950,74900,75000,75800,76250,78950,81000,78950,80700,75000,72000,69900,76500,75000,79900,83000,89000,89000,88500,81500,82000,79900,78000,74900,78000,76500,77250,83250,82000,87000,87000,85900,80700
2101,Clinton,KY,,21,53,2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92450,89000,99900,94250,87900,84900,84900,84900,84900,86200,87900,87900,102250,105000,105000,110500,109000,115000,112500,110000,112500,120000,125000,122500,120000,127000,122500,122500
2102,Grundy,MO,,29,79,2103,74500,69500,75000,77450,82000,80000,74500,79500,80750,82500,82500,85000,88500,99500,95000,95000,89750,92000,94000,89000,89250,85000,83700,84950,93500,93500,99500,89500,89500,89250,84900,84900,84900,89000,97200,97200,94900,97500,99500,92500,92500,98500,90000,90000,90000,92500,87500,90000,99500,98500,89950,89900,89000,89000,89000,88250,89000,87000,86500,79900,79700,87000,89700,89900,94500,89900,89900,89700,79000,77200,78750,78500,79900,77500,77500,79900,87750,85000,94500,89500,102250,99500,95000,99700,97000,95000,89900,79900,82250,78800,83250,90750,90750
2103,Sublette,WY,,56,35,2104,,,,,,,,,,,,,247950,214900,241950,244000,234850,250000,251950,279900,251500,254900,250000,249700,249000,255700,249000,269250,269250,259000,252000,258000,255000,255000,249950,254731,255000,250000,240570,246000,247500,244900,239500,239000,239250,239000,217700,229900,238450,229900,249000,253250,262500,267000,244250,243000,240000,254500,245000,240000,240000,240000,232450,235000,228500,237000,233950,228250,250000,259000,260000,249500,250000,245000,237500,236250,235000,240000,229000,225000,222500,227500,225000,220000,209500,207000,205000,217000,226500,226500,229500,228000,225000
2104,McCormick,SC,,45,65,2105,288947.5,274000,274000,273950,277000,275000,269500,271750,271750,269250,269000,265000,269000,267000,259450,267000,279000,269000,269000,249900,262450,271950,249900,257000,239900,249750,225000,224900,237400,239900,230000,234900,244000,249000,249900,248000,249000,249000,229900,239000,249900,239900,239000,239000,235000,239900,229900,235000,249000,239900,239900,247950,249000,249000,249000,249000,249000,244450,246500,239900,241950,249000,249500,250000,249450,239900,239450,239900,239000,229500,235000,239000,239000,239000,239000,239000,254900,249950,254900,256950,249950,259000,255900,255900,251500,255900,254900,259000,259000,256500,254900,242700,239000
2105,Ochiltree,TX,,48,357,2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,157500,162450,154500,152500,142000,130000,130000,129950,129900,132500,137450
2106,Washington,ID,,16,87,2107,139350,139900,139700,139900,139700,139900,139000,139900,139975,139450,135620,135000,129950,129700,129250,124250,125000,129000,129000,131500,139000,131500,127750,129950,137700,140000,135000,131750,134250,132500,137700,135000,139500,130000,147650,146500,136000,135000,128900,129500,132000,140000,146500,154000,149450,145000,139950,139700,137000,139000,139500,149250,146500,149700,149900,149500,149250,149700,149900,149900,149000,144250,139950,139900,138750.5,140000,145900,152499.5,149000,146900,147700,154500,147950,141900,160000,154750,161500,167000,159500,162500,165900,162500,172660.5,175000,189000,192400,179500,190000,174500,176450,200000,198000,200000
2107,Nantucket,MA,,25,19,2108,1795000,1795000,1662500,1595000,1595000,1637500,1695000,1595000,1595000,1595000,1595000,1595000,1495000,1500000,1495000,1595000,1695000,1637000,1695000,1695000,1685000,1685000,1595000,1595000,1550000,1550000,1550000,1595000,1599300,1595000,1650000,1695000,1650000,1695000,1695000,1695000,1695000,1650000,1695000,1762500,1750000,1875000,1925000,1935000,1940000,1917500,1950000,1975000,1995000,1895000,1995000,1995000,2197500,2295000,2350000,2322500,2362500,2350000,2497000,2472500,2695000,2672500,2650000,2697500,2595000,2660000,2595000,2595000,2435000,2395000,2375000,2495000,2295000,2395000,2385000,2575000,2597500,2600000,2650000,2612500,2692500,2692500,2695000,2692500,2695000,2875000,2695000,2695000,2685000,2695000,2695000,2695000,2695000
2108,Teton,ID,Jackson,16,81,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,389500,395000,389000,389000,380000,385000,399000,399000,399000,399000,422000,399000,419000,399000,399747.5,399000
2109,Ralls,MO,Hannibal,29,173,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154000,164900,164900,139900,145950,139000,137450,142000,125000,117900,124900,125000,132450,149900,149900,149900,149700,159950,160000,162500,162250,145500,140000,134900,137400,132400,129900,129900,131500,117950,118950,123900,132750,124900,129500,134900
2110,Jones,NC,New Bern,37,103,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,171975,171450,169999,169999,169250,162000,157000,150000,145000,139100,137200,138950,129450,128500,124500,125000,125000,130000,130000,135000,135000,139900,139900,139900,137400,140000,149700,139950,135000,142500,145000,164000,161500,150000,165000,165000,166900,157975,150000,150000,153975,159500,165000,154000,156750,157500,165750,145000,145000,145000,145000,165000,161500,149475,144900,139900,121250,119950,139800,142350
2111,Marshall,KS,,20,117,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,96500,95000,99500,99500,107500,94700,89500,89500,89500,82950,86000,82950,82750,86000,83682
2112,Butte,SD,,46,19,2113,149900,150000,150000,149950,150000,149900,149900,147500,149000,148500,149000,144950,147450,147900,149900,149900,149900,149900,146200,139900,147500,149450,149900,139900,139900,134900,136700,143900,136000,137500,137950,137900,135950,138000,134900,128000,129900,119950,129000,125000,122500,133700,129500,139000,144900,139000,135000,134400,135000,146250,135950,142000,138500,135950,146500,137400,137400,134900,134900,134700,129500,125000,127250,119900,115500,112900,125900,131500,145450,159000,159900,151700,154950,138999.5,155000,159450,162500,159900,159900,147000,145000,135000,149500,159450,159900,158500,159900,161200,160900,149900,149900,152000,156900
2113,Metcalfe,KY,Glasgow,21,169,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,128600,126150,122000,109000,105000,109500,109000,122529,110000,117450,119000,118500,109500
2114,Carbon,MT,Billings,30,9,2115,302450,294900,294950,314950,319000,316975,282500,296250,296250,289450,274900,249900,272450,244900,252950,270000,247000,243350,244950,249900,246500,249900,249900,245000,239700,247750,249900,259000,249900,266750,249900,257000,249900,249000,260500,246950,275000,288250,279000,249900,288500,298500,309450,299000,293000,294000,275000,279000,296500,290500,269000,289000,282500,280250,289000,282500,295000,289900,285000,278950,275000,259950,244450,262900,289000,289000,299000,299000,315000,315000,292200,289900,284500,275250,289900,265000,289900,294500,284900,282900,283950,280000,279750,280000,286400,286400,299900,299900,289000,299000,299000,299000,299000
2115,Lanier,GA,Valdosta,13,173,2115,134200,134500,132900,133900,134900,134900,134950,134900,134500,130000,130950,129900,127900,125000,125000,125000,129900,129950,129900,129900,124900,124900,124900,124900,124900,122400,125000,125000,124900,126400,119900,121900,119900,115200,122400,122400,124950,129900,129500,129850,132000,132000,132000,135950,139400,132000,132000,135450,133950,125000,124900,127000,119900,120450,119900,124900,124900,124900,129450,124900,124900,123400,125900,126000,129900,129900,129900,129900,129900,128750,129450,124900,124950,124950,124450,129450,129900,129900,126250,125000,124950,126000,123449,119000,115900,119900,129450,129900,124900,124949.5,128500,129200,129900
2116,Cumberland,VA,,51,49,2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,174900,176450,176500,179000,187475,173950,169950,174425,174950,171840,174900,169950,170895,169700,169900,175000
2117,White Pine,NV,,32,33,2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124500,118500,119900,118000,111450,109000,109000,120000,114500,116500,116500,129000,124900,116750,114500,98800,96000,94900,89750,82500,89500,90500,104500,104500,110000,120000,120000,136950
2118,Cheyenne,NE,,31,33,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,160000,154900,174500,174900,169000,189000,182250,168900,155450,154900,145700,155000,149900,147750,140000,139900,137500,138250,144250,139900,135900,137750,136200,130000,133950,129750,133000,139000,138900,139000
2119,Dimmit,TX,,48,127,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000,188000,187000,180000,177500,186000,185000,180000,167500,180000,183000,188000,179500,169500,162900,149000
2120,Brown,KS,,20,13,2121,67500,65000,74000,69000,60000,60000,64900,62000,62500,62000,62000,61000,60000,59500,62000,61000,65000,70000,72750,79000,82200,77250,75750,74500,74500,74000,77500,76000,71500,71500,73000,64000,64500,69150,66700,65000,71250,70000,71500,72750,84500,76000,75000,75500,84500,84750,77450,84500,83700,84500,81200,79900,89000,85000,83000,79250,79900,79700,79500,79000,79900,79000,80750,79000,79000,89700,87500,87500,80000,79375,69999,69949.5,69749.5,60000,62500,73500,68000,70750,74500,73000,69650,71150,71150,72500,72500,73500,74250,73500,73000,79000,79000,78750,67950
2121,Camden,NC,Elizabeth City,37,29,2122,272000,274900,257450,259900,249900,249900,250000,248249.5,249900,239900,236900,234950,237450,239900,239900,240000,240000,265000,280000,285000,259900,250000,238000,228900,225000,230000,235000,229900,229000,227500,225000,229000,225000,198778.5,209000,209900,232250,237250,232250,234900,229900,234900,234900,234900,236075,229900,229000,229900,229950,232500,237750,236500,235000,239900,239900,238625,237200,229000,225000,229000,239900,239900,243655,249500,240000,239450,238850,234700,246000,259700,249000,249000,249250,249500,249900,254300,263700,268200,279900,269900,279900,279900,269900,269900,269700,274500,274500,269900,255000,254900,253950,267500,265900
2122,Wilkinson,MS,,28,157,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154250,139000,149000,174450,164900,155000,155000,160950,165950,152000,149000,139000,149000,134450,149000,154450,169000
2123,Valley,ID,,16,85,2124,315000,299000,290000,275000,279000,285000,285000,285000,289000,292250,289000,285000,288250,295000,292525,295000,289000,284900,274500,269000,264700,249000,250000,249000,240000,249000,239000,239000,239000,245000,239900,245000,245000,245000,265750,259900,279000,279900,275000,279900,299000,299000,299250,299000,299900,299900,299900,299900,299700,312450,332450,299900,299250,299900,299999,299999.5,299900,299900,304949.5,329900,325000,325000,312500,299900,299875,299500,299500,309900,321600,299000,321950,322000,335000,347000,329000,319000,319000,318250,319000,319250,315000,322400,325450,349000,357000,345000,345000,349000,349950,359000,349500,339900,349900
2124,Humboldt,IA,,19,91,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141200,149900,139900,133250,139450,133200,114950,119900,115000,111950,114900,100950,98900,98900,95000,94450,91950
2125,Montmorency,MI,,26,119,2126,93700,89900,86850,86950,89900,89450,90000,90000,98950,98900,98950,95950,89900,85000,89000,89900,98950,99500,96750,88750,89000,85900,79900,82000,86250,82500,85750,90950,89950,89900,90000,89500,85000,85000,85000,85950,83750,85000,84700,84900,90000,98250,98500,89900,89900,84900,84900,87000,87000,87750,87750,89000,89500,89700,88000,87500,85000,85000,85000,84900,86950,86500,86750,90000,99900,108000,105000,89900,89900,89900,92900,89900,89900,84950,85000,89450,99900,99950,98250,98900,98500,98000,95000,89900,89900,89900,92000,89900,95000,95450,95000,98500,98500
2126,Stevens,MN,,27,149,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,124700,124500,141400,135700,149900,174900,169900,169000,149900,149900,144900,119900,130000,119900,119900,119900,139900,139900,134900,130700,128500,129900,131450
2127,Ozark,MO,,29,153,2128,,,,,,,,,,,,,,,,,,,,175000,169900,160000,160000,149000,154950,149900,169000,169000,150000,150000,154250,160000,172200,160000,154500,159500,152500,155000,155000,155000,169950,148420,152450,172447.5,149450,144940,149000,149900,129900,149900,144900,147400,162950,169900,158000,160000,169450,179500,169000,142500,142700,152950,156000,157000,152500,150000,155000,159950,151900,137450,142500,160000,158500,158500,153500,153500,139000,135000,135000,135000,147250,165000,167000,153950,149900,160000,174900,169400,149900,164950,163500,161500,154900
2128,Rock,MN,,27,133,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000,96000,84900,89500,91200,99900,99900,105000,99900,99900,105600,105600,99900,98000,89900,99900,97450,113400,107250,118900,118550,119900,124700,137450
2129,Modoc,CA,,6,49,2130,142000,135000,135000,140000,135000,140000,135000,135000,139500,135000,139250,135000,135000,135000,137500,124000,125000,137500,129500,125000,125000,125000,119000,122000,120000,125000,125000,129000,129000,129900,126250,126250,125000,125000,129500,129900,130000,134500,134000,128500,129950,129000,128000,126500,125000,120000,114950,118250,114950,119900,120000,124999,120750,120000,120000,127500,132450,132500,139000,139900,139900,142000,147000,143500,144250,156350,156350,156000,150000,149950,149450,145450,145450,159500,159000,159000,169749.5,163750,159500,149950,143000,140500,137500,149500,159500,149900,152500,143750,142500,138750,149900,144500,150000
2130,Pratt,KS,,20,151,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,96450,90750,96000,94000,92950,88950,87950,89900,98250,105000,105000,92500,97250,84900,82500,80750,81375,84000,84000,85000,84200,81500,87500,86250,87250,88700,89900,87500,85500,85500,91450,89000,93000,93000,93000,86500,85250,84900
2131,Stephens,TX,,48,429,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124500,124900,125000,130000,124700,128750,126250,125000,119500,115000,124750,122200,121500,125000,124700,130250,126200,127500,129000,119900,124500,118000,119900,127200,129900,129900,129900,137900,135450,129900
2132,Hickory,MO,,29,85,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,111700,117900,109500,116450,99450,100000,109450,105500,99200,99200,94250,94500,94000,89900,92200,89900,89900,94900,99250,101150,97450,99200,107000,92000,98950,99900
2133,Alger,MI,,26,3,2134,,,,,,,134000,129000,127450,125000,120000,119900,119900,124900,124900,119950,115000,112500,115000,113750,115000,112500,119000,119000,119000,119450,119000,119000,119900,119900,120450,124900,124900,119900,119900,119000,115000,114900,109900,111200,115000,119000,119900,119900,119950,124900,124900,124900,124900,124900,115000,119900,125700,124900,124700,120000,119000,119000,119000,119450,117000,109900,109900,112000,125450,129900,129997.5,130000,139900,130000,130000,135000,129900,130000,138700,139900,139900,135000,139900,139900,144000,144000,146000,148750,144000,132450,129000,119450,129000,139950,145000,140000,139900
2134,Cloud,KS,,20,29,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82500,78950,81000,87250,82200,78000,78000,79900,72450,78950,82500,81200,82500,79700,79500,75500,75000,74500,75500,74500,73250,77500,79000,79700,79900,79250,75900,70000,69900,69450,64950,64900,65000,69000,69450,65000,64450,64450,68000,68000
2135,Livingston,KY,Paducah,21,139,2136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,129500,139450,123700,139500,139900,139900,134900,134900,134900,119900,119900,119900,119900,119900,127900,139900,139900,128700,133600,143450,129975,136000,139900,129900,135500,134400,134400,129900,129900,129000,129900,129900,139900,134900,129900,129900,134900,149900,144500,152400,152450,157450,149900,139900,138950,138950,135000,124900,129000,119900,119900,129900,132400,129900,139900,129950
2136,Montgomery,AR,,5,97,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000,125000,115900,98200,114950,115000,125000,125000,125000,125000,125000,125000,125000,125250,125500,134900,138950,138900,139500,135000,140000,127450,124000,125000,124000,119500,116200,116500,117000,119000,115400,119000,125000,123000,123950,128750,123000,129950,110000,119450,125000,127000,135000,135000,132500,130000,150000
2137,Morgan,UT,Ogden,49,29,2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,345000,345000,389450,444900,449900,439000,439000,444450,469000,475000,469000,474500,499900,455500,445000,475000,472000,480000,467450,492250,512000,479000,460000,479450,484950,490000,532500,504615,499230
