index,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
1117,Lawrence,TN,Lawrenceburg,47,99,1118,114900,114900,110000,112900,111900,111900,108900,108900,111500,113500,107900,107499.5,99500,99900,105000,114900,119000,119000,116900,115950,110000,110000,110000,107900,101733,99900,98950,99250,99900,107700,99950,110000,105200,107500,124799,124799,124649.5,119900,115950,118000,119999,119999,119999,116950,119500,117200,115000,119450,112450,115000,124500,119900,119700,124500,124950,124700,124700,129900,125900,125080,129900,129900,125000,124900,124900,127900,124000,122450,124900,125000,124000,121950,131000,136500,135000,134900,129000,128900,130250,140000,140000,130000,129950,129900,128500,129450,139450,139000,145000,145000,149900,157950,169000
1118,Logan,OK,Oklahoma City,40,83,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188500,190000,192000,197500,199950,193200,199000,196750,199900,194950,199450,194900,200000,199450,199900,199900,200950,189900,206000,199900,209500,209000,200000,199950,199900,213108,225000,226900,224900,199000,208900,239900,249900,249800,247750,246000,243350,239900,239900,235000,239000,235000,240400,249050,244000,239900,225000,217250,228970,247800,248940,254700,249970,245400,244900,239370,244900,249900
1119,Warren,PA,Warren,42,123,1120,79900,83000,84900,95750,99900,99900,96250,92950,95000,95000,90000,94900,99700,98750,99000,92450,98000,99000,96250,95000,89900,92250,92250,84900,83950,84900,80450,89000,99900,96250,99900,98000,89000,84700,86500,92865,91432.5,93882.5,94900,94900,94900,99000,94900,89900,89950,99900,98500,99900,94950,91382.5,93000,99400,103450,109950,109900,109000,110000,111000,107499.5,99900,96000,86950,89900,98900,99000,99700,105950,105000,110000,114700,114900,98500,93500,99000,99749.5,99000,109900,99875,95000,90000,89500,85000,84900,87000,95000,88950,87000,85900,99000,94200,96450,89900,89900
1120,Marinette,WI,Marinette,55,75,1121,139900,139000,138000,139350,129900,119900,120000,120000,120000,124500,124500,114900,110000,114450,118000,119900,129850,129800,124900,124500,119900,114999.5,109900,104950,89900,89900,87500,84900,85900,89000,89500,89900,90000,89900,99900,95900,99900,105000,99900,105000,109900,104500,105000,109000,110000,115000,109000,109000,108750,105000,109350,109000,110000,111950,113900,110000,115900,114900,109900,110000,109450,104900,109000,109900,117000,114950,114950,122400,129900,129900,129900,124900,112400,99900,109900,109950,114900,119500,118900,117900,124350,119900,124000,124000,119900,119250,119000,123900,128500,129900,129900,129900,129900
1121,Union,AR,El Dorado,5,139,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,125000,139000,124500,124900,124500,117500,117000,122500,119250,124700,129900,135000,139900,145000,119500,99250,98500,99500,116000,118000,117000,117250,119500,119900,112680,105000
1122,Tallapoosa,AL,,1,123,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,215000,234500,260500,274850,263500,275000,282400,299000,295000,284800,285000,275000,275000
1123,Suwannee,FL,,12,121,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,150000,159900,159875,159900,159900,165000,159900,155000,155250,155250,155000,155000,170000,169900,169000,159900,158000,154900,159450,154000,152000,161700,164900,165000,167450,159900,165000,179500,179900,174900,177000,179000,179000,177750,174900,177325,179000,192750,196250,189900,195500
1124,Baxter,AR,Mountain Home,5,5,1125,159950,162950,164900,159900,159900,159500,163450,164900,159900,157450,149900,147250,149900,144900,149900,149900,149900,157750,159995,159700,159900,158000,150000,150000,150000,149900,149500,147500,145000,149900,149000,139900,140000,139900,139900,139900,139900,139500,139500,139700,139500,139700,137500,136750,139500,137900,139500,137900,134900,138950,139000,139900,139900,144900,149000,145900,146700,149900,145000,144900,142750,141950,149900,149500,149900,152000,152900,150000,154900,152450,149947.5,154900,149900,149900,152000,152950,149900,149900,152250,155000,154900,150000,149900,149900,149900,149900,149900,159000,154500,149900,149900,149900,152800
1125,Delaware,OK,,40,41,1126,199900,199900,199900,190000,198500,190000,189000,189000,189000,189000,185000,179000,175000,164000,179700,179000,179900,180000,179900,179000,179000,170000,175000,179000,179900,179000,184900,171950,177250,174950,170000,164900,168250,164000,179000,169000,169000,168000,175000,169450,179000,179000,179000,175000,177700,175000,169000,174950,180000,189700,189000,189000,193000,199000,198500,189000,188500,180000,179000,179000,179000,198000,198000,205000,220000,225000,224950,224950,215000,199000,189500,199000,199900,216250,227000,239900,239900,246450,240000,250000,249900,240000,239900,229700,229000,239000,240000,250000,250000,259000,249700,249250,249000
1126,Polk,GA,Cedartown,13,233,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000,100000,105000,94500,96450,99900,108000,112900,114900,110949.5,109900,112249.5,113449.5,109900,109900,109000,104900,110000,104900,119000,114900,112900,115700,113000,118900,117500,117500,118900,123900,129900,129900,125000,129900,134950,133900,129900,118450,124900,135000,134900,128950,129900,138450,133900,134900,129900,129950
1127,Wise,VA,Big Stone Gap,51,195,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,143200,149900,149000,132250,137000,127250,135000,138750,135000,130000,140000,149900,139900,140000,139250,129900,129000,120000,119500,112000,110000,110000,117000,128400,117000,115000,119500,120000,119000,115500,125000,104500,99900,100000,115000,116500,114900,118500,115000,119499,118000,117450,119900,115000,106000,104166.5,103000,99900,99999,104000,101999.5,99999
1128,Ottawa,OH,Port Clinton,39,123,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156450,169900,169000,169900,184250,199500,189000,179350,190200,189900,171400,164900,159900,159900,159950,160000,179900,177000,188500,190000,189000,199900,199500,197000,199900,199500,183000,192450,188000,199000,199000,199900,199000,209900,199950,199900,205950,199900,186250,181450,185700,199000,208000,214450,199900,199700,199000,205000
1129,Wharton,TX,El Campo,48,481,1130,118500,113450,119450,116000,119900,119950,109100,120000,127500,120000,120000,125000,129700,128500,129700,133900,135000,137900,133000,129950,133000,130000,130000,127250,129900,125000,117500,115000,120000,129700,129500,120000,119995,122000,120000,120000,119990,119990,118500,120000,118500,120000,119900,123000,130000,133650,135000,130000,129500,128000,126500,130000,125000,125000,128750,129500,125923.5,129000,130000,125000,130000,125000,126847,125000,132500,139000,140000,149000,154950,150000,154950,152000,158000,160000,162500,153500,161500,165000,168000,168900,165000,168950,169950,178900,185000,187000,187000,193500,195000,200000,185000,180000,172500
1130,Montrose,CO,Montrose,8,85,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237000,239900,230000,229000,239000,228000,232450,239000,249000,249900,250000,239000,239999,245000,249900,249900,244900,239000,237500,244527.5,251950,249994.5,249499.5,259000,259900,259900,267365,269765,269950,277000,274900,286500,289000,302450,299000,289925,289700,299000,298500,294000,249900,248500,265000,264900,277000,294975,289400,299000,302450,319000
1131,Mayes,OK,,40,97,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119500,115000,119999.5,120000,121500,119500,119500,119900,115000,120000,120500,119500,124000,129900,129900,128200,124900,124900,129700,126000,127500,130500,134000,135000,134250,139000,139900,144400,144350,140000,144700,144750,148750,148250,149000,148950,150000,146445,141000,149200,148750,144950,149200,150700,157900,149950,149000,149000,145000,145450,149000,149900,149500,154950,167000,164900,162500,159450
1132,Davie,NC,Winston-Salem,37,59,1133,197900,189000,184500,184990,193950,189900,199900,189900,194900,194950,210000,214900,191500,175000,179900,195450,199900,199900,198900,189900,189900,185000,181500,176495,189900,189900,184995,179900,179000,174700,170000,168500,159900,159720,179950,180000,177250,174700,179900,179900,184900,189000,200000,205000,200000,199450,189900,185000,198500,199500,204900,212500,219700,222250,215000,215000,199950,196990,198995,191400,195990,198090,192000,195750,199000,199900,199950,198845,195500,199000,199000,199000,203295,195000,200000,218500,215950,219000,224400,218500,216500,219000,212400,209750,211250,202900,210500,215700,219900,225400,219900,219900,215000
1133,Webster,LA,Shreveport,22,119,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176900,165000,168950,161450,160000,159700,159900,157000,143200,155000,146500,139900,129900,139900,142500,129000,149500,154950,169700,179250,167500,167500,139500,145000,169000,164450,149500,145250,147000,147000,144900,136450,149500,128250,129000,127000,124950,135000,129900,118500,125000,124995,124997.5,125000,124000,119000,117750,115000,115000,122500,124900,118000,116950
1134,Okanogan,WA,,53,47,1135,292000,295000,270000,279000,277150,279000,282500,277000,270000,265000,265000,259000,259000,259000,249000,239950,241500,239500,228350,220500,229500,219000,198500,195000,199000,198750,199975,199000,199925,199000,169000,197700,213250,199000,189900,184950,201250,210000,214000,222400,219000,216000,219000,219000,224900,225500,225000,216000,215000,218000,219000,229000,224997.5,226500,225000,228000,229000,229125,225000,220750,211000,209950,211450,209900,225000,229700,234975,239000,234000,229500,235000,229950,207450,211950,217000,232450,249900,252500,254900,249900,249500,249000,249000,235000,229900,239000,235000,244000,249900,249900,249000,249900,252950
1135,Franklin,TN,Tullahoma,47,51,1136,159900,156000,155900,155900,154950,158000,157000,149900,159000,154450,154900,154900,149900,149000,149916.5,149900,152500,149424,149900,149000,149000,144900,139949.5,139000,139900,137900,129900,129900,134950,139000,139000,139000,144000,146900,159000,154900,149000,149000,159500,164900,164000,163000,164900,160950,165900,162900,159900,164359.5,167000,169900,170499.5,174950,179700,179950,184900,182000,179000,179900,179000,183900,183900,179900,169900,172950,179550,179000,179000,199000,199000,204900,199000,196900,189900,189450,199000,210000,209900,213250,219900,214900,209900,209900,217000,214900,188200,179900,189900,202449.5,209900,214900,225000,229000,219000
1136,Pierce,WI,Minneapolis-St Paul,55,93,1137,179900,162900,164900,160000,165000,168000,164900,169000,179900,179950,182500,171900,169900,170000,170098.5,179900,180000,183700,184900,179900,179900,169900,174950,169900,168000,161350,164500,169000,164900,160000,164900,164900,157900,155000,154450,156000,159900,163000,169900,169500,174900,179900,174900,176900,177900,175000,179000,169950,169900,169900,177700,179450,180800,189900,189775,189900,183900,189900,189900,179900,179000,185000,189900,194900,189900,189900,187000,189900,189900,189900,187450,180000,187000,197450,199900,196900,205000,209700,202450,204900,209950,206000,214000,209900,222500,209450,218500,234000,239450,236000,249900,244500,249900
1137,Kittitas,WA,Ellensburg,53,37,1138,257470,223900,239000,245000,250000,250000,250000,254900,268500,269000,264950,249000,249000,228388.5,249000,259900,254500,259900,259900,259925,259000,247990,235000,211445,209945,217500,210000,217500,225000,229900,229500,229990,232500,235000,229450,229000,248950,250000,250000,248000,255500,252450,249900,249900,264950,257000,264950,276000,275000,272200,258500,249500,249000,249900,265000,268500,269900,268500,269000,277000,269950,264900,269950,272000,275000,289500,279700,269000,271450,284225,281495,297925,265450,269450,269900,285000,323475,317000,298500,309000,309000,299900,324975,349250,359500,342500,339450,312500,319450,324969.5,329000,350000,380000
1138,Bonner,ID,Sandpoint,16,17,1139,302475,299935.5,289900,279021,280000,279000,280000,289000,279900,275360,274750,264000,252000,238500,239250,249000,259900,259900,259000,250000,249000,229900,199900,199900,198500,199000,203250,209000,207500,219000,219000,219900,225000,228800,249900,249999.5,259900,259900,269000,262000,270000,275000,296000,289000,239900,243000,249250,249000,239000,269000,270000,283500,289700,295000,299000,299000,300000,325000,330000,334900,335000,337000,325000,299925,322000,327000,339000,339900,339450,335000,348000,349000,339900,349000,349000,349900,349000,350000,349900,359000,357000,359000,367500,371500,374000,378300,349900,357000,357000,374950,375000,379000,388000
1139,Jim Wells,TX,Alice,48,249,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139700,159450,152900,150000,148000,148000,155000,145000,140000,147000,148000,149200,149900,148500,149900,151000,149450,140000,127500,134950,145000,135000,147000,149950,145000,144900,138000,132500,143900,139000
1140,Mercer,OH,Celina,39,107,1141,119900,124900,119900,119900,119500,116400,109900,109900,104900,106950,99200,99200,94500,89900,94950,92900,97450,98950,99000,99500,99500,99000,97000,91000,91750,91500,98750,95000,96000,96500,94900,96000,99000,99250,99900,99000,99000,99700,99500,99900,99900,99500,99900,104400,109900,109950,99900,107590,108245,114900,119900,119900,126000,124950,119900,119900,122450,119900,117900,116700,113900,114900,116900,115950,124500,121950,115000,121900,129000,122500,119900,119900,119450,119900,124900,124950,125900,125900,139900,144500,149900,139900,129900,139900,144950,138700,139900,144900,139900,152400,149900,152450,147450
1141,Levy,FL,,12,75,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,155000,149000,159900,164900,169900,165000,165900,159950,168500,167200,165450,169900,169900,168000,169900,169950,169000,159900,164000,174900,178500,180000,174950,179900,180000,174950,179900,180000,179000,184900,185000,175000,179000,175000,169900,175000,175000,169000,179000,175000,175000,179900,189000,189900,194900,197500
